PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
3QTR, 0.0, 0.0, 3.0, 13.0, 3.0, 2.0, 0.0, 0.0, 21.0, 4.0, 4.322885971072, 3.3389999527477, 96.24999999999999, 8.322195045439903, 7.248334582327281, 0.00012414536340876555, 0.00012414527523143433, 0.0, 0.0, 0.9245603465750769, 0.9245603465738452, 17.479823121273277, 2.829904973726944, 3.5514422653387135e-05, 3.048151737751194e-05, 1.9999040320810113, 1.9999038238125686, 0.9728237033771244, 0.9728237033768364, 0.0, 0.0, 0.2845673546605673, -0.054646217280403815, -156.31334285417017, 75.36441256792357
3RKB, 0.0, 0.0, 2.0, 10.0, 3.0, 3.0, 0.0, 0.0, 21.0, 4.0, 3.6768464016959994, 2.2417307482108, 109.14, 8.559152012970864, 8.176827168218209, 0.0013183294288543915, 0.0013183253564338874, 0.0, 0.0, 1.000000000000459, 1.0000000000001903, 15.968982926099809, 2.4943266504235266, 0.0027981920211011244, 0.002794247215732462, 1.9999477496200597, 1.9999473668958463, 0.8843309486563418, 0.8843284257298192, 0.0, 0.0, 0.1039660593002068, -0.07889537052777768, -168.9282603957464, 82.01465342718976
3QQK, 0.0, 0.0, 2.0, 10.0, 3.0, 2.0, 0.0, 0.0, 18.0, 5.0, 3.520536538634, 2.3388406073274, 96.25, 9.024121826360105, 7.5913934501659845, 0.04207393637031971, 0.04207393632591879, 0.0, 0.0, 0.17513626476377947, 0.1751362647634016, 16.32644865852911, 2.3277981178119855, 0.0005245556536139019, 0.0005212125682467785, 1.999828438170808, 1.9998279211379777, 0.9924057140520701, 0.9924057140520061, 0.0, 0.0, 0.18601996843145985, -0.061605731280975295, -147.4381230550196, 75.14940230581335
3QTX, 0.0, 0.0, 3.0, 13.0, 5.0, 6.0, 0.0, 0.0, 28.0, 6.0, 4.596897226014, 1.6925533435270004, 207.92999999999998, 11.505872880105612, 10.003312422493643, 0.08146232533289023, 0.08146224310470485, 0.0, 0.0, 0.001957491267727386, 0.00195749126543673, 18.3906876448904, 2.9976192236443873, 4.437093510815393e-05, 3.096502753312868e-05, 2.9841551593732927, 2.9841488914802676, 2.704154629980548, 2.702498278750517, 0.0, 0.0, -0.015206401524712998, -0.1852649109688737, -188.76526232565587, 96.45947762763879
3RPV, 0.0, 0.0, 3.0, 12.0, 7.0, 4.0, 0.0, 0.0, 26.0, 5.0, 3.9981056484139996, 0.9486132586310001, 190.80999999999997, 9.306188661005146, 9.07157108563413, 0.0003349082830693352, 0.00033490706413944214, 0.0, 0.0, 0.9660532956462965, 0.9660532956450175, 17.413689694477455, 2.6446074216353956, 0.0002552887036195617, 0.0002450753645271411, 4.748996939488918, 3.983807680256077, 1.8441716592804918, 1.844171656304128, 0.0, 0.0, 0.33421106528369915, -0.16102679456022523, -181.54617046704786, 89.51561677985855
3QTQ, 0.0, 0.0, 2.0, 7.0, 3.0, 3.0, 0.0, 0.0, 18.0, 5.0, 2.5635763994299996, 1.0410738586618002, 109.14, 7.945171230371163, 7.437159117586309, 0.029864581714240696, 0.02986457843087547, 0.0, 0.0, 1.0000000000004683, 1.000000000000264, 13.43532406275193, 1.8176606191095794, 0.009267334519690787, 0.009261995651182619, 1.9999160853223144, 1.9999154495633822, 1.0028148919762458, 1.002813844319805, 0.0, 0.0, 0.2862217578441178, -0.07960062212554396, -147.42272485814087, 75.09148112542593
3SQQ, 0.0, 0.0, 3.0, 14.0, 5.0, 4.0, 0.0, 0.0, 26.0, 5.0, 4.729831147507, 2.2255954639977005, 164.79, 10.13446220968626, 8.934821032324118, 0.0006157289076136268, 0.0006157268223916898, 0.0, 0.0, 0.044674158933478904, 0.04467415893199489, 20.519450957179124, 3.1241301087582256, 0.000110267790308858, 0.00010113145299758438, 2.986996035042279, 2.9869859852774883, 1.8675827690903388, 1.8675827659141415, 0.0, 0.0, 0.15254013446850379, -0.14969983243200397, -192.02327066631295, 95.18054908182125
3RK5, 0.0, 1.0, 3.0, 10.0, 3.0, 5.0, 0.0, 0.0, 24.0, 5.0, 3.3601322222779997, 1.6938266845937004, 149.27, 8.493463719991148, 8.176298984814828, 0.003146238909471168, 0.003146231977468375, 0.0, 0.0, 1.0000001539854932, 1.000000153984487, 14.469517121318763, 2.3173836906294407, 0.0020403131620731953, 0.002035382928534229, 1.9999586082546557, 1.999958469310176, 0.9175800134491496, 0.9170804526425931, 0.0, 0.0, -0.26529854194567704, -0.12806842981026623, -155.26978502983482, 72.2828427185276
3QTU, 0.0, 0.0, 3.0, 13.0, 7.0, 6.0, 0.0, 0.0, 29.0, 6.0, 4.311298751892, 0.28671340319770033, 233.32999999999996, 11.960406208205733, 10.821595213824988, 0.01323999325413885, 0.013239760820641301, 0.0, 0.0, 0.9994779146998313, 0.9994779146990077, 18.999360198941808, 2.891560988355522, 0.014830278002749738, 0.014819986545725236, 4.4477702027524755, 3.977806891421381, 2.579156031361537, 2.5707425639393757, 0.0, 0.0, 0.6427323569256482, -0.20257885890508573, -209.22415687228187, 109.33184596723048
3R9D, 0.0, 0.0, 3.0, 13.0, 6.0, 5.0, 0.0, 0.0, 27.0, 5.0, 4.185404557661, 1.4016468199806003, 176.82, 9.189783563105577, 8.355821549184531, 0.16164045958405915, 0.16162478452194026, 0.0, 0.0, 1.0000000000787064, 1.0000000000754816, 18.012034391674185, 2.6322574898616677, 0.11093667958943185, 0.11093148237391817, 2.9904384266647464, 2.990430267543501, 2.763012620244504, 2.7630120160661527, 0.0, 0.0, 0.0455581755102299, -0.17214918768191873, -189.32020840416652, 97.28689246612406
3R8V, 0.0, 0.0, 2.0, 10.0, 3.0, 4.0, 0.0, 0.0, 21.0, 6.0, 3.8003414031659997, 2.2185372728817, 139.39000000000001, 8.124328788607642, 7.254911450175216, 0.0074453933308996825, 0.007445393329262738, 0.0, 0.0, 0.3687991618243534, 0.3687991618221863, 16.049194255902854, 2.566891201165719, 0.00022976015050876812, 0.00022952664267900468, 1.9999844007709078, 1.999984391529798, 0.9746388427300764, 0.974638842710511, 0.0, 0.0, 0.47461523764820457, -0.044612940293574654, -152.10249033963882, 77.31048113609361
3QTZ, 0.0, 0.0, 3.0, 14.0, 5.0, 5.0, 0.0, 0.0, 26.0, 5.0, 4.498597661139, 1.9943619776297004, 164.79, 10.24939948005231, 8.974001218963581, 0.00029174566471559126, 0.00029174468231351236, 0.0, 0.0, 0.9895496488291018, 0.9895496488276122, 18.367147154353244, 2.9489532232624684, 6.804140098848234e-05, 5.5802913437262046e-05, 2.9838702738696883, 2.983862884707783, 1.8903520600033865, 1.8902777158675297, 0.0, 0.0, 0.2494623667469943, -0.14500024179447266, -177.59124376994228, 88.0889457853227
3S0O, 0.0, 0.0, 2.0, 7.0, 3.0, 3.0, 0.0, 0.0, 18.0, 5.0, 2.56937000902, 1.1038242318275002, 109.14, 7.787448855384442, 7.022222361937028, 0.011002458249595918, 0.011002458244289862, 0.0, 0.0, 0.8381859688078753, 0.8381859688064798, 12.279627790706071, 1.7050495581606646, 0.000436420417432651, 0.0004361675857082659, 1.9999821457844391, 1.9999821371018853, 0.9736172406089213, 0.9736172406073788, 0.0, 0.0, 0.19573839509271407, -0.05918721065507088, -136.57615987365494, 67.24717449271692
3S1H, 0.0, 0.0, 3.0, 13.0, 5.0, 5.0, 0.0, 0.0, 27.0, 6.0, 4.247207131232, 1.6666893137591001, 174.01999999999998, 11.340269622976866, 10.241480311048178, 0.0002555448695013248, 0.000255544789747636, 0.0, 0.0, 0.27741815911510415, 0.2774181591137092, 17.811136177186704, 2.82307067755223, 5.567802618905238e-05, 4.295079817564576e-05, 2.9844317358700625, 2.984424636006965, 1.858365791235668, 1.8583657893232148, 0.0, 0.0, 0.2794055758700561, -0.13835001504386027, -185.4854142546837, 88.78090369181221
3RK9, 0.0, 0.0, 2.0, 7.0, 3.0, 3.0, 0.0, 0.0, 18.0, 4.0, 2.775950305208, 1.3408346517228, 109.14, 8.454273009855184, 8.348846736532787, 0.002518506571560759, 0.0025184779968430494, 0.0, 0.0, 1.0000000000004121, 1.000000000000206, 14.305394090152738, 1.968355639215572, 0.0064928313060197565, 0.006488705730098485, 1.9999189380917115, 1.999918645031129, 0.9467970486123662, 0.9467899888568081, 0.0, 0.0, -0.0242666332594124, -0.09055527154255083, -151.76605263154207, 75.87265346237822
3R8Z, 0.0, 0.0, 2.0, 7.0, 3.0, 3.0, 0.0, 0.0, 18.0, 5.0, 2.5635763994299996, 1.0410738586618002, 109.14, 9.060462833389657, 8.195105741399987, 0.053572782869834815, 0.05357278281762024, 0.0, 0.0, 0.024205475508259158, 0.024205475507810846, 13.747593429949303, 1.8046639670748876, 0.0004667748311991087, 0.0004636719491866696, 1.9998664865136053, 1.9998660845529355, 0.984148634966132, 0.984148634966065, 0.0, 0.0, 0.1497835382848511, -0.059870111875710424, -142.23697654312127, 71.84967131966276
3RPY, 0.0, 0.0, 2.0, 7.0, 7.0, 4.0, 0.0, 0.0, 20.0, 4.0, 2.408965692664, -0.8459055136147002, 190.81, 6.654589075040358, 6.311797342868935, 0.0003520227775187399, 0.0003520227742779255, 0.0, 0.0, 7.225040426460423e-11, 7.160020149486837e-11, 11.50748179092771, 1.70424831260349, 4.81018905581105e-05, 3.756122429524369e-05, 2.983128113539845, 2.983123730362338, 1.8550447328131507, 1.85504473098361, 0.0, 0.0, 0.24673280117264, -0.13576176825145655, -138.08451934798777, 71.40121922704353
3RNI, 0.0, 0.0, 3.0, 13.0, 5.0, 4.0, 0.0, 0.0, 25.0, 5.0, 4.317092361482, 1.8128566779727002, 164.79, 8.474528550913218, 7.346350148808085, 0.00022049424238835495, 0.00022049408471416568, 0.0, 0.0, 0.6911811775795508, 0.6911811775782626, 17.304887230826694, 2.794676170967774, 8.613458475428094e-05, 8.493179730778372e-05, 2.9979823191303607, 2.9979821846101284, 1.8851923827030577, 1.885191192739572, 0.0, 0.0, -0.05655204736296825, -0.13603635644665593, -162.61104801498922, 75.22102045059722
3RK7, 0.0, 0.0, 3.0, 10.0, 5.0, 4.0, 0.0, 0.0, 24.0, 5.0, 3.3601322222779997, 0.9404530050106998, 152.23, 10.521155536291118, 10.322563522099832, 0.003435503804353953, 0.003435492815623941, 0.0, 0.0, 1.000000003417213, 1.0000000034166032, 14.869687537871354, 2.3306357082706888, 0.009150618679843382, 0.00914220602537772, 2.996615870530191, 2.9966152750777177, 0.9522880657237008, 0.9522843754711439, 0.0, 0.0, -0.23814145800798914, -0.1576141432521683, -160.29502825881056, 76.03474460171773
3RMF, 0.0, 0.0, 4.0, 17.0, 5.0, 4.0, 0.0, 0.0, 29.0, 5.0, 5.5814519945739995, 3.0772163110647006, 164.79, 11.847988967415308, 11.286331828205512, 0.0013528007396684605, 0.0013528006082673836, 0.0, 0.0, 0.7698492309629944, 0.7698492123077023, 21.099329724677276, 3.6211000229211896, 0.00014879362856772254, 0.000142226703393918, 2.9905537805117586, 2.990545708046053, 1.851324810319269, 1.8513248052659586, 0.0, 0.0, 0.18449409819507698, -0.1418961272188746, -198.4202534726091, 93.87903649849076
3RAK, 0.0, 0.0, 3.0, 13.0, 5.0, 4.0, 0.0, 0.0, 25.0, 5.0, 4.3170923614820005, 1.8128566779727002, 164.79, 10.101829790773586, 8.908679798442938, 0.00024186117670183175, 0.00024186087879545664, 0.0, 0.0, 0.5173216561624823, 0.5173216561607525, 17.852262513471057, 2.856853499997423, 5.8440516801609444e-05, 4.6257437647337655e-05, 2.983945964220798, 2.9839405271793007, 1.8726343243932377, 1.872634322107988, 0.0, 0.0, 0.31350639087901033, -0.1339400568511121, -176.63487681294623, 87.13142934202934
