Unnamed: 0,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
1819,4mmm,Kd,150000.0,3.82,-5.21,1e-05
1841,4bt9,Kd,143500.0,3.84,-5.24,1e-05
1875,4bnt,IC50,137690.0,3.86,-5.26,1e-05
1876,4i9u,Kd,137000.0,3.86,-5.27,1e-05
1885,1v16,Kd,134800.0,3.87,-5.28,1e-05
1922,4aj4,Kd,130000.0,3.89,-5.3,1e-05
1959,9icd,Kd,125000.0,3.9,-5.32,1e-05
1974,3fgc,Kd,120000.0,3.92,-5.35,1e-05
1995,1v1m,Kd,115000.0,3.94,-5.37,1e-05
2046,5yvt,Kd,109000.0,3.96,-5.4,1e-05
2058,1v11,Kd,104800.0,3.98,-5.43,1e-05
2066,5f2w,IC50,104200.0,3.98,-5.43,1e-05
2092,1kqb,Ki,100000.0,4.0,-5.45,1e-05
2105,2buv,Kd,100000.0,4.0,-5.45,1e-05
2114,2qrl,Ki,100000.0,4.0,-5.45,1e-05
2302,1yci,Ki,83000.0,4.08,-5.56,1e-05
2312,4xdo,IC50,84000.0,4.08,-5.56,1e-05
2330,4qkd,Kd,80900.0,4.09,-5.58,1e-05
2331,5var,Kd,81700.0,4.09,-5.57,1e-05
2393,1i33,IC50,75000.0,4.12,-5.62,1e-05
2408,4whq,Kd,75000.0,4.12,-5.62,1e-05
2409,4whr,Kd,75000.0,4.12,-5.62,1e-05
2410,4whs,Kd,75000.0,4.12,-5.62,1e-05
2442,2toh,Ki,70000.0,4.15,-5.66,1e-05
2468,5oy3,IC50,71000.0,4.15,-5.66,1e-05
2522,1k3t,IC50,64000.0,4.19,-5.72,2e-05
2572,1yon,Kd,61000.0,4.21,-5.75,2e-05
2681,2qrk,Ki,55000.0,4.26,-5.81,2e-05
2784,4k7o,Kd,50000.0,4.3,-5.86,2e-05
2789,4o61,Kd,50000.0,4.3,-5.86,2e-05
2863,1olx,Kd,47100.0,4.33,-5.9,2e-05
2887,4yxd,IC50,45900.0,4.34,-5.91,2e-05
2924,4idz,IC50,44000.0,4.36,-5.94,2e-05
2934,1bug,IC50,43000.0,4.37,-5.95,2e-05
2968,2hjb,Kd,40300.0,4.39,-5.99,2e-05
3016,5ivf,Kd,40000.0,4.4,-6.0,3e-05
3032,1olu,Kd,39300.0,4.41,-6.01,3e-05
3056,2poq,IC50,38000.0,4.42,-6.03,3e-05
3057,2vr0,Ki,38000.0,4.42,-6.03,3e-05
3099,4jpy,Kd,37000.0,4.43,-6.04,3e-05
3163,3bmn,Ki,35000.0,4.46,-6.08,3e-05
3164,3jq8,Ki,35000.0,4.46,-6.08,3e-05
3165,3jqa,Ki,35000.0,4.46,-6.08,3e-05
3166,3jqf,Ki,35000.0,4.46,-6.08,3e-05
3209,2wwj,IC50,33000.0,4.48,-6.11,3e-05
3279,2zlf,IC50,31000.0,4.51,-6.15,3e-05
3371,6evp,Kd,29200.0,4.53,-6.18,3e-05
3383,2frd,Kd,29000.0,4.54,-6.19,3e-05
3407,5zjf,Kd,29000.0,4.54,-6.19,3e-05
3513,2ybs,IC50,26000.0,4.59,-6.25,4e-05
3528,4nrp,IC50,25850.0,4.59,-6.25,4e-05
3549,2fsv,Kd,25000.0,4.6,-6.27,4e-05
3602,5a1f,IC50,24500.0,4.61,-6.29,4e-05
3621,2ybk,IC50,24000.0,4.62,-6.3,4e-05
3622,2ybp,IC50,24000.0,4.62,-6.3,4e-05
3628,3tcy,Kd,24000.0,4.62,-6.3,4e-05
3629,3tk2,Kd,24000.0,4.62,-6.3,4e-05
3666,5w8h,IC50,23400.0,4.63,-6.31,4e-05
3745,6etg,IC50,21800.0,4.66,-6.36,5e-05
3776,3gl6,Kd,20700.0,4.68,-6.39,5e-05
3912,4cu1,Kd,19400.0,4.71,-6.42,5e-05
3923,6evn,Kd,19700.0,4.71,-6.42,5e-05
3926,1h7a,Kd,19000.0,4.72,-6.44,5e-05
3984,2wa4,IC50,18000.0,4.74,-6.47,6e-05
3994,3jqg,Ki,18000.0,4.74,-6.47,6e-05
4149,4aq6,Kd,15800.0,4.8,-6.55,6e-05
4225,4ie5,IC50,15000.0,4.82,-6.58,7e-05
4228,4kwf,Ki,15000.0,4.82,-6.58,7e-05
4245,6nlj,Kd,15000.0,4.82,-6.58,7e-05
4260,1nhw,Ki,14300.0,4.84,-6.61,7e-05
4372,3exh,Kd,13100.0,4.88,-6.66,8e-05
4385,1h79,Kd,13000.0,4.89,-6.66,8e-05
4434,3oui,IC50,12600.0,4.9,-6.68,8e-05
4481,3szb,IC50,12000.0,4.92,-6.71,8e-05
4507,6bh3,Kd,12000.0,4.92,-6.71,8e-05
4508,6dq4,Kd,12000.0,4.92,-6.71,8e-05
4523,4cxy,IC50,11800.0,4.93,-6.72,8e-05
4543,5f32,IC50,11500.0,4.94,-6.73,9e-05
4557,4cft,Ki,11160.0,4.95,-6.75,9e-05
4626,2wd7,Ki,10600.0,4.97,-6.78,9e-05
4663,4jht,IC50,10200.0,4.99,-6.81,0.0001
4787,4btb,Kd,9800.0,5.01,-6.83,0.0001
4804,2d0k,Kd,9510.0,5.02,-6.85,0.00011
4816,4nro,Kd,9600.0,5.02,-6.84,0.0001
4837,4y6s,IC50,9300.0,5.03,-6.86,0.00011
4902,4ie7,IC50,9000.0,5.05,-6.88,0.00011
4904,4oct,Kd,9000.0,5.05,-6.88,0.00011
4972,6dq6,Kd,8500.0,5.07,-6.91,0.00012
4993,4ie0,IC50,8300.0,5.08,-6.93,0.00012
5004,5j32,Kd,8300.0,5.08,-6.93,0.00012
5028,5h5s,Kd,8200.0,5.09,-6.93,0.00012
5036,1kmy,Kd,8000.0,5.1,-6.95,0.00013
5086,5f39,IC50,8000.0,5.1,-6.95,0.00013
5223,1t1s,IC50,7000.0,5.15,-7.03,0.00014
5245,4jpx,Kd,7000.0,5.15,-7.03,0.00014
5285,6om8,Ki,6900.0,5.16,-7.04,0.00014
5312,6evo,Kd,6800.0,5.17,-7.05,0.00015
5330,4zs3,IC50,6550.0,5.18,-7.07,0.00015
5342,2mnz,Kd,6400.0,5.19,-7.08,0.00016
5353,4g0l,Kd,6500.0,5.19,-7.07,0.00015
5361,6dq5,Kd,6400.0,5.19,-7.08,0.00016
5369,3tjm,Ki,6360.0,5.2,-7.09,0.00016
5447,2gz2,Kd,6000.0,5.22,-7.12,0.00017
5452,2wzm,Ki,6000.0,5.22,-7.12,0.00017
5461,3lq2,Kd,5970.0,5.22,-7.12,0.00017
5462,3lq4,Kd,5970.0,5.22,-7.12,0.00017
5562,6a9o,Kd,5700.0,5.24,-7.15,0.00018
5589,6d4w,IC50,5600.0,5.25,-7.16,0.00018
5623,3bmo,Ki,5400.0,5.27,-7.18,0.00019
5626,3sz9,IC50,5400.0,5.27,-7.18,0.00019
5645,1kfy,Ki,5200.0,5.28,-7.2,0.00019
5655,3t4h,IC50,5200.0,5.28,-7.2,0.00019
5716,2q7q,Kd,5000.0,5.3,-7.23,0.0002
5736,3q2a,Ki,5000.0,5.3,-7.23,0.0002
5792,1al8,Ki,4800.0,5.32,-7.25,0.00021
5862,3nrz,Kd,4600.0,5.34,-7.28,0.00022
5941,6cer,Kd,4390.0,5.36,-7.3,0.00023
5955,2hj4,Kd,4290.0,5.37,-7.32,0.00023
5964,4g0k,Kd,4300.0,5.37,-7.32,0.00023
5991,2vd7,IC50,4200.0,5.38,-7.33,0.00024
6058,1t1r,IC50,4000.0,5.4,-7.36,0.00025
6077,3pch,Ki,4000.0,5.4,-7.36,0.00025
6267,6ak4,IC50,3500.0,5.46,-7.44,0.00029
6271,6gdy,Kd,3500.0,5.46,-7.44,0.00029
6285,3t3y,IC50,3400.0,5.47,-7.46,0.00029
6320,4c5w,IC50,3300.0,5.48,-7.47,0.0003
6322,4ie4,IC50,3300.0,5.48,-7.47,0.0003
6333,4y6r,IC50,3300.0,5.48,-7.47,0.0003
6360,3bmq,Ki,3200.0,5.49,-7.49,0.00031
6377,4zs2,IC50,3230.0,5.49,-7.49,0.00031
6443,1lox,Ki,3000.0,5.52,-7.53,0.00033
6461,3hqr,Kd,3000.0,5.52,-7.53,0.00033
6554,4ie6,IC50,2800.0,5.55,-7.57,0.00036
6592,2np9,Ki,2700.0,5.57,-7.59,0.00037
6631,2zlg,IC50,2600.0,5.59,-7.61,0.00038
6648,5ox5,IC50,2600.0,5.59,-7.61,0.00038
6680,3u78,Ki,2500.0,5.6,-7.64,0.0004
6728,3lpl,Kd,2390.0,5.62,-7.66,0.00042
6751,6bh2,Kd,2400.0,5.62,-7.66,0.00042
6770,1lrt,Ki,2300.0,5.64,-7.69,0.00043
6800,4nhy,IC50,2300.0,5.64,-7.69,0.00043
6812,6ets,Kd,2300.0,5.64,-7.69,0.00043
6872,5d6y,Kd,2200.0,5.66,-7.71,0.00045
6908,1e8h,Kd,2100.0,5.68,-7.74,0.00048
6914,1tve,IC50,2100.0,5.68,-7.74,0.00048
6935,4cxx,IC50,2110.0,5.68,-7.74,0.00047
6970,1i32,IC50,2000.0,5.7,-7.77,0.0005
6975,1pgp,Kd,2000.0,5.7,-7.77,0.0005
7052,6d4u,IC50,1980.0,5.7,-7.78,0.00051
7107,4nhx,IC50,1900.0,5.72,-7.8,0.00053
7201,5h5q,Kd,1800.0,5.74,-7.83,0.00056
7246,2qta,Kd,1750.0,5.76,-7.85,0.00057
7281,3njy,IC50,1700.0,5.77,-7.87,0.00059
7303,5f37,IC50,1700.0,5.77,-7.87,0.00059
7428,1ols,Kd,1520.0,5.82,-7.93,0.00066
7479,5a3w,IC50,1500.0,5.82,-7.94,0.00067
7485,5im3,Kd,1500.0,5.82,-7.94,0.00067
7513,4km2,Kd,1430.0,5.84,-7.97,0.0007
7544,2g19,IC50,1400.0,5.85,-7.98,0.00071
7561,4bis,IC50,1400.0,5.85,-7.98,0.00071
7731,4kne,Kd,1260.0,5.9,-8.04,0.00079
7789,3jq7,Ki,1200.0,5.92,-8.07,0.00083
7819,4ux6,IC50,1200.0,5.92,-8.07,0.00083
7831,5ivc,Kd,1200.0,5.92,-8.07,0.00083
7922,4bqy,IC50,1100.0,5.96,-8.12,0.00091
7970,6d4r,IC50,1100.0,5.96,-8.12,0.00091
8039,1k03,Kd,1000.0,6.0,-8.18,0.001
8070,2z97,Kd,1000.0,6.0,-8.18,0.001
8105,4kwg,Ki,1000.0,6.0,-8.18,0.001
8117,4rs0,IC50,1000.0,6.0,-8.18,0.001
8132,5olk,Kd,1000.0,6.0,-8.18,0.001
8154,2o48,IC50,970.0,6.01,-8.2,0.00103
8176,3jqb,Ki,960.0,6.02,-8.2,0.00104
8188,5f5i,IC50,950.0,6.02,-8.21,0.00105
8221,2w2i,Ki,914.0,6.04,-8.23,0.00109
8227,4km0,Kd,910.0,6.04,-8.24,0.0011
8244,1eoc,Ki,900.0,6.05,-8.24,0.00111
8268,3ouj,Kd,900.0,6.05,-8.24,0.00111
8269,3pcf,Ki,900.0,6.05,-8.24,0.00111
8287,5f3c,IC50,900.0,6.05,-8.24,0.00111
8299,6d4s,IC50,900.0,6.05,-8.24,0.00111
8396,6d4q,IC50,830.0,6.08,-8.29,0.0012
8409,4cxw,IC50,810.0,6.09,-8.31,0.00123
8436,1lgt,Kd,800.0,6.1,-8.31,0.00125
8487,4wp7,IC50,800.0,6.1,-8.31,0.00125
8554,2kgi,Kd,750.0,6.12,-8.35,0.00133
8642,2y1g,IC50,700.0,6.15,-8.39,0.00143
8680,5k4z,Kd,700.0,6.15,-8.39,0.00143
8686,5uq9,IC50,700.0,6.15,-8.39,0.00143
8692,6aej,IC50,700.0,6.15,-8.39,0.00143
8863,3n0h,Ki,617.0,6.21,-8.47,0.00162
8871,4bgm,IC50,610.0,6.21,-8.47,0.00164
8887,5h5r,Kd,610.0,6.21,-8.47,0.00164
8938,4e5d,IC50,600.0,6.22,-8.48,0.00167
8963,3s3v,Ki,593.0,6.23,-8.49,0.00169
9000,4s3f,IC50,580.0,6.24,-8.5,0.00172
9065,5fpu,IC50,550.0,6.26,-8.53,0.00182
9128,4bgk,IC50,520.0,6.28,-8.57,0.00192
9145,6bgu,Kd,530.0,6.28,-8.56,0.00189
9170,4qt0,IC50,510.0,6.29,-8.58,0.00196
9237,3t4v,IC50,500.0,6.3,-8.59,0.002
9304,4bg1,IC50,490.0,6.31,-8.6,0.00204
9380,6bgx,Kd,470.0,6.33,-8.63,0.00213
9446,5ivv,Kd,450.0,6.35,-8.65,0.00222
9500,2w9h,Kd,430.0,6.37,-8.68,0.00233
9571,6bgz,Kd,410.0,6.39,-8.71,0.00244
9572,6bkx,IC50,410.0,6.39,-8.71,0.00244
9607,2qqs,Kd,400.0,6.4,-8.72,0.0025
9614,3jq9,Ki,400.0,6.4,-8.72,0.0025
9627,3zs1,IC50,400.0,6.4,-8.72,0.0025
9748,5k4x,IC50,380.0,6.42,-8.75,0.00263
9781,5w8j,Kd,370.0,6.43,-8.77,0.0027
9826,5ivy,Kd,360.0,6.44,-8.79,0.00278
9833,6dqa,IC50,360.0,6.44,-8.79,0.00278
9913,5c11,Kd,340.0,6.47,-8.82,0.00294
10015,6dqb,IC50,320.0,6.49,-8.86,0.00313
10050,3hf8,Ki,310.0,6.51,-8.87,0.00323
10055,4bo9,IC50,310.0,6.51,-8.87,0.00323
10116,3p4q,Ki,300.0,6.52,-8.89,0.00333
10122,4bo3,IC50,300.0,6.52,-8.89,0.00333
10123,4bqx,IC50,300.0,6.52,-8.89,0.00333
10179,1drv,Kd,290.0,6.54,-8.91,0.00345
10193,3exf,Kd,290.0,6.54,-8.91,0.00345
10196,3hii,Ki,290.0,6.54,-8.91,0.00345
10205,4btx,Ki,290.0,6.54,-8.91,0.00345
10212,4rfr,Kd,290.0,6.54,-8.91,0.00345
10232,1dhj,Kd,281.0,6.55,-8.93,0.00356
10263,5jaz,IC50,280.0,6.55,-8.93,0.00357
10333,5jnl,IC50,270.0,6.57,-8.96,0.0037
10338,6bky,IC50,270.0,6.57,-8.96,0.0037
10377,4bnz,IC50,260.0,6.59,-8.98,0.00385
10396,6dq8,Kd,260.0,6.59,-8.98,0.00385
10470,6bh5,Kd,250.0,6.6,-9.0,0.004
10617,6d4v,IC50,230.0,6.64,-9.05,0.00435
10683,6bh0,Kd,220.0,6.66,-9.08,0.00455
10737,3zhx,Kd,210.0,6.68,-9.1,0.00476
10742,4h4e,IC50,210.0,6.68,-9.1,0.00476
10748,4wpn,IC50,210.0,6.68,-9.1,0.00476
10759,6bgw,Kd,210.0,6.68,-9.1,0.00476
10790,1kf6,Ki,200.0,6.7,-9.13,0.005
10827,3pck,Kd,200.0,6.7,-9.13,0.005
10834,3zs0,IC50,200.0,6.7,-9.13,0.005
10837,4bo0,IC50,200.0,6.7,-9.13,0.005
10869,5f2s,IC50,200.0,6.7,-9.13,0.005
11024,3pdq,IC50,180.0,6.74,-9.2,0.00556
11030,4bo6,IC50,180.0,6.74,-9.2,0.00556
11061,6bgv,Kd,180.0,6.74,-9.2,0.00556
11090,5jmw,IC50,175.0,6.76,-9.21,0.00571
11097,1bkj,Kd,170.0,6.77,-9.23,0.00588
11279,1nnu,Ki,150.0,6.82,-9.3,0.00667
11304,2y1d,IC50,150.0,6.82,-9.3,0.00667
11324,4c8r,IC50,153.0,6.82,-9.29,0.00654
11328,4h4d,IC50,150.0,6.82,-9.3,0.00667
11344,5jc1,IC50,150.0,6.82,-9.3,0.00667
11353,5w8i,IC50,150.0,6.82,-9.3,0.00667
11358,6bgy,Kd,150.0,6.82,-9.3,0.00667
11476,5f3e,IC50,138.0,6.86,-9.35,0.00725
11495,5vr8,Kd,135.0,6.87,-9.37,0.00741
11541,2yiu,IC50,130.0,6.89,-9.39,0.00769
11563,4al4,Kd,130.0,6.89,-9.39,0.00769
11565,4bo4,IC50,130.0,6.89,-9.39,0.00769
11582,5j5r,Ki,130.0,6.89,-9.39,0.00769
11609,5f3g,IC50,126.0,6.9,-9.41,0.00794
11666,3r0i,IC50,120.0,6.92,-9.44,0.00833
11675,4bo8,IC50,120.0,6.92,-9.44,0.00833
11696,5jbi,IC50,120.0,6.92,-9.44,0.00833
11705,6d4t,IC50,120.0,6.92,-9.44,0.00833
11719,4y67,IC50,117.0,6.93,-9.45,0.00855
11733,5yjy,IC50,115.0,6.94,-9.46,0.0087
11735,1kmv,IC50,112.0,6.95,-9.48,0.00893
11776,3exe,Kd,110.0,6.96,-9.49,0.00909
11808,5wdj,IC50,110.0,6.96,-9.49,0.00909
11812,6bl1,IC50,110.0,6.96,-9.49,0.00909
11834,2w54,Ki,103.6,6.98,-9.52,0.00965
11933,4bo7,IC50,100.0,7.0,-9.54,0.01
12019,3cdb,Kd,95.7,7.02,-9.57,0.01045
12023,3nzc,IC50,96.0,7.02,-9.57,0.01042
12044,4ajo,Kd,93.0,7.03,-9.59,0.01075
12091,1nox,Kd,90.0,7.05,-9.61,0.01111
12104,3i4y,Ki,90.0,7.05,-9.61,0.01111
12110,3zhz,Kd,90.0,7.05,-9.61,0.01111
12111,4bhi,IC50,90.0,7.05,-9.61,0.01111
12270,2vle,IC50,80.0,7.1,-9.68,0.0125
12274,2y34,Kd,80.0,7.1,-9.68,0.0125
12279,3ouh,IC50,79.0,7.1,-9.68,0.01266
12292,4bny,Ki,80.0,7.1,-9.68,0.0125
12293,4bo5,IC50,80.0,7.1,-9.68,0.0125
12309,5f3i,IC50,80.0,7.1,-9.68,0.0125
12349,5vrl,Kd,77.0,7.11,-9.7,0.01299
12497,4btw,IC50,71.0,7.15,-9.75,0.01408
12546,4ajn,Kd,69.0,7.16,-9.76,0.01449
12553,4y6p,IC50,69.0,7.16,-9.76,0.01449
12582,4i9h,Kd,68.0,7.17,-9.77,0.01471
12593,5jmp,IC50,67.0,7.17,-9.78,0.01493
12642,1me7,Ki,65.0,7.19,-9.8,0.01538
12643,1me8,Ki,65.0,7.19,-9.8,0.01538
12644,1nu1,Kd,64.0,7.19,-9.81,0.01562
12785,3pcj,Kd,60.0,7.22,-9.85,0.01667
12791,4ask,IC50,60.0,7.22,-9.85,0.01667
12810,5iw0,Kd,60.0,7.22,-9.85,0.01667
12816,6akw,IC50,60.0,7.22,-9.85,0.01667
12818,6bh1,Kd,60.0,7.22,-9.85,0.01667
12850,1y4z,Ki,57.0,7.24,-9.88,0.01754
12931,1dhi,Kd,55.0,7.26,-9.9,0.01818
12967,3fl8,IC50,54.0,7.27,-9.91,0.01852
13021,5isl,Kd,52.0,7.28,-9.93,0.01923
13033,3ccz,Kd,51.7,7.29,-9.93,0.01934
13054,1nhg,Ki,50.0,7.3,-9.95,0.02
13095,4bo1,IC50,50.0,7.3,-9.95,0.02
13096,4bo2,IC50,50.0,7.3,-9.95,0.02
13119,5jo0,IC50,50.0,7.3,-9.95,0.02
13120,5k4l,IC50,50.0,7.3,-9.95,0.02
13240,5ivj,Kd,46.0,7.34,-10.0,0.02174
13432,6bl2,IC50,41.0,7.39,-10.07,0.02439
13478,3zi0,Kd,40.0,7.4,-10.09,0.025
13491,4oty,IC50,40.0,7.4,-10.09,0.025
13501,4x0u,Ki,40.0,7.4,-10.09,0.025
13531,6s07,Kd,40.0,7.4,-10.09,0.025
13558,4qsm,IC50,39.0,7.41,-10.1,0.02564
13650,2cfg,Ki,36.0,7.44,-10.15,0.02778
13719,3rde,IC50,35.0,7.46,-10.17,0.02857
13793,1u71,Ki,33.0,7.48,-10.2,0.0303
13810,4bqw,IC50,33.0,7.48,-10.2,0.0303
13831,2cfd,Ki,32.0,7.49,-10.22,0.03125
13911,1onp,IC50,30.0,7.52,-10.26,0.03333
13938,3hfb,Ki,30.0,7.52,-10.26,0.03333
13952,4bnv,IC50,30.0,7.52,-10.26,0.03333
13997,5ly1,Kd,29.8,7.53,-10.26,0.03356
14027,5ox6,IC50,29.0,7.54,-10.28,0.03448
14060,3khj,IC50,28.0,7.55,-10.3,0.03571
14097,3cct,Kd,27.4,7.56,-10.31,0.0365
14120,3cd0,Kd,26.9,7.57,-10.32,0.03717
14145,5ive,Kd,27.0,7.57,-10.32,0.03704
14160,3cda,Kd,26.3,7.58,-10.33,0.03802
14174,3hf6,IC50,26.0,7.59,-10.34,0.03846
14193,5fun,IC50,26.0,7.59,-10.34,0.03846
14284,4g95,Ki,24.4,7.61,-10.38,0.04098
14327,5qj3,IC50,24.0,7.62,-10.39,0.04167
14330,5yy6,Ki,24.16,7.62,-10.39,0.04139
14508,3eig,Ki,21.0,7.68,-10.47,0.04762
14531,5qj2,IC50,21.0,7.68,-10.47,0.04762
14596,2psj,Ki,20.0,7.7,-10.5,0.05
14613,3i51,Ki,20.0,7.7,-10.5,0.05
14629,4bnu,IC50,20.0,7.7,-10.5,0.05
14630,4bnx,IC50,20.0,7.7,-10.5,0.05
14631,4bty,IC50,20.0,7.7,-10.5,0.05
14950,2q6c,IC50,16.7,7.78,-10.6,0.05988
14965,1al7,Ki,16.0,7.8,-10.63,0.0625
14996,4c1m,Kd,15.8,7.8,-10.64,0.06329
15003,4jzr,IC50,15.8,7.8,-10.64,0.06329
15056,1sqq,Kd,15.0,7.82,-10.67,0.06667
15104,4qpd,Kd,15.0,7.82,-10.67,0.06667
15138,3cd7,Kd,14.3,7.84,-10.7,0.06993
15187,4fs3,IC50,14.0,7.85,-10.71,0.07143
15241,3ccw,Kd,13.5,7.87,-10.73,0.07407
15255,4ele,Ki,13.2,7.88,-10.74,0.07576
15298,3hig,Ki,13.0,7.89,-10.75,0.07692
15337,5fwj,IC50,13.0,7.89,-10.75,0.07692
15365,3cd5,Kd,12.7,7.9,-10.77,0.07874
15374,2q1l,IC50,12.4,7.91,-10.78,0.08065
15375,2qk8,IC50,12.2,7.91,-10.79,0.08197
15389,1tg5,IC50,12.0,7.92,-10.8,0.08333
15461,5ly2,IC50,12.0,7.92,-10.8,0.08333
15487,1sqb,IC50,11.2,7.95,-10.84,0.08929
15702,4jjf,Ki,10.0,8.0,-10.91,0.1
15737,5ceh,IC50,10.0,8.0,-10.91,0.1
15804,4elf,Ki,9.4,8.03,-10.94,0.10638
15850,2xcg,Kd,9.0,8.05,-10.97,0.11111
15978,4elh,Ki,8.2,8.09,-11.02,0.12195
16175,1tfz,IC50,7.0,8.15,-11.12,0.14286
16274,4elg,Ki,6.9,8.16,-11.13,0.14493
16347,1sqp,IC50,6.3,8.2,-11.18,0.15873
16385,4ixh,IC50,6.1,8.21,-11.2,0.16393
16390,5hhx,Kd,6.16,8.21,-11.19,0.16234
16403,1ao8,IC50,6.0,8.22,-11.21,0.16667
16411,1jr1,Ki,6.0,8.22,-11.21,0.16667
16477,5j6d,IC50,6.0,8.22,-11.21,0.16667
16529,6isd,Ki,5.79,8.24,-11.23,0.17271
16601,1bzf,Kd,5.0,8.3,-11.32,0.2
16669,4elb,Ki,5.0,8.3,-11.32,0.2
16769,5a3u,IC50,4.8,8.32,-11.34,0.20833
16804,5ywg,Ki,4.56,8.34,-11.37,0.2193
16812,3bgl,IC50,4.5,8.35,-11.38,0.22222
16884,4u3f,Ki,4.1,8.39,-11.44,0.2439
16971,5a3t,IC50,4.0,8.4,-11.45,0.25
17174,1i5r,Ki,3.0,8.52,-11.62,0.33333
17183,1rp7,Ki,3.0,8.52,-11.62,0.33333
17633,4jjg,Ki,2.0,8.7,-11.86,0.5
17818,3oaf,Ki,1.6,8.8,-11.99,0.625
17851,2r4f,IC50,1.5,8.82,-12.03,0.66667
18030,3s7a,IC50,1.1,8.96,-12.21,0.90909
18237,3hb4,Ki,0.9,9.05,-12.33,1.11111
18755,2q6b,IC50,0.3,9.52,-12.98,3.33333
18956,1pvn,Ki,0.15,9.82,-13.39,6.66667
18990,2drc,Kd,0.13,9.89,-13.48,7.69231
19002,3ies,Kd,0.12,9.92,-13.53,8.33333
19203,1ntk,Kd,0.032,10.49,-14.31,31.25
19303,1dis,Ki,0.01,11.0,-15.0,100.0
