Unnamed: 0,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
2485,1mns,Ki,67000.0,4.17,-5.69,1e-05
2531,3ee2,IC50,65000.0,4.19,-5.71,2e-05
2580,4tw6,Ki,61000.0,4.21,-5.75,2e-05
2595,1kv5,Ki,60000.0,4.22,-5.76,2e-05
2616,5tig,Ki,60000.0,4.22,-5.76,2e-05
2638,2bes,Ki,57000.0,4.24,-5.79,2e-05
2703,3ijg,Kd,54000.0,4.27,-5.82,2e-05
2714,1ml1,Ki,52000.0,4.28,-5.84,2e-05
2753,1amk,Ki,50000.0,4.3,-5.86,2e-05
2756,1ppw,IC50,50000.0,4.3,-5.86,2e-05
2763,2csm,Ki,50000.0,4.3,-5.86,2e-05
2835,4ny3,Kd,49500.0,4.31,-5.87,2e-05
2878,1e3v,Kd,45740.0,4.34,-5.92,2e-05
2992,2pwd,Ki,40000.0,4.4,-6.0,3e-05
3172,4urn,IC50,35000.0,4.46,-6.08,3e-05
3277,2xct,IC50,31000.0,4.51,-6.15,3e-05
3303,1z4n,Ki,30000.0,4.52,-6.17,3e-05
3304,1z4o,Ki,30000.0,4.52,-6.17,3e-05
3377,1i8h,Kd,29000.0,4.54,-6.19,3e-05
3378,1lyx,Ki,29000.0,4.54,-6.19,3e-05
3379,1lzo,Ki,29000.0,4.54,-6.19,3e-05
3474,4fp1,Ki,27000.0,4.57,-6.23,4e-05
3492,4bi7,Kd,26400.0,4.58,-6.24,4e-05
3495,5j7q,Ki,26600.0,4.58,-6.24,4e-05
3716,1m1b,Ki,22000.0,4.66,-6.35,5e-05
3754,3oob,Kd,21600.0,4.67,-6.36,5e-05
3843,2xp6,IC50,20000.0,4.7,-6.41,5e-05
4005,4jfi,Ki,18100.0,4.74,-6.47,6e-05
4049,5bqg,IC50,17400.0,4.76,-6.49,6e-05
4145,3kce,IC50,16000.0,4.8,-6.54,6e-05
4202,2ms4,Kd,15000.0,4.82,-6.58,7e-05
4203,2pwg,Ki,15000.0,4.82,-6.58,7e-05
4204,2xp8,IC50,15000.0,4.82,-6.58,7e-05
4206,2ypi,Ki,15000.0,4.82,-6.58,7e-05
4475,3i6c,Ki,12000.0,4.92,-6.71,8e-05
4477,3ntp,IC50,12000.0,4.92,-6.71,8e-05
4520,3uxk,Ki,11700.0,4.93,-6.72,9e-05
4536,4j5e,IC50,11400.0,4.94,-6.74,9e-05
4651,4jfl,Kd,10500.0,4.98,-6.79,0.0001
4675,1f8a,Kd,10000.0,5.0,-6.82,0.0001
4707,2vxn,Kd,10000.0,5.0,-6.82,0.0001
4717,3gbe,Ki,10000.0,5.0,-6.82,0.0001
4992,4drk,IC50,8360.0,5.08,-6.92,0.00012
5053,2h5a,Kd,8000.0,5.1,-6.95,0.00013
5107,4em7,IC50,7700.0,5.11,-6.97,0.00013
5133,3kad,IC50,7500.0,5.12,-6.99,0.00013
5158,1hti,Ki,7400.0,5.13,-7.0,0.00014
5188,3tao,Kd,7280.0,5.14,-7.01,0.00014
5227,2gtv,Kd,7000.0,5.15,-7.03,0.00014
5230,2ooz,IC50,7000.0,5.15,-7.03,0.00014
5296,3tc5,Kd,6800.0,5.17,-7.05,0.00015
5311,6cbf,Ki,6800.0,5.17,-7.05,0.00015
5325,3kag,IC50,6600.0,5.18,-7.06,0.00015
5327,4duh,Kd,6600.0,5.18,-7.06,0.00015
5340,2ko7,Ki,6500.0,5.19,-7.07,0.00015
5432,1bq4,Ki,6000.0,5.22,-7.12,0.00017
5491,6p10,IC50,6000.0,5.22,-7.12,0.00017
5520,2jfz,Ki,5800.0,5.24,-7.14,0.00017
5525,2vvt,IC50,5800.0,5.24,-7.14,0.00017
5539,4drm,IC50,5800.0,5.24,-7.14,0.00017
5540,4drn,IC50,5800.0,5.24,-7.14,0.00017
5557,5d6q,IC50,5800.0,5.24,-7.14,0.00017
5569,2pv3,Kd,5570.0,5.25,-7.16,0.00018
5917,1w6y,Kd,4400.0,5.36,-7.3,0.00023
5976,6cb5,Ki,4300.0,5.37,-7.32,0.00023
6019,2xpa,IC50,4100.0,5.39,-7.35,0.00024
6046,1bq3,Ki,4000.0,5.4,-7.36,0.00025
6059,1trd,Ki,4000.0,5.4,-7.36,0.00025
6120,3kai,IC50,3900.0,5.41,-7.37,0.00026
6122,4dro,IC50,3900.0,5.41,-7.37,0.00026
6123,4drp,IC50,3900.0,5.41,-7.37,0.00026
6218,4osf,IC50,3600.0,5.44,-7.42,0.00028
6324,4jfm,Kd,3300.0,5.48,-7.47,0.0003
6450,2cht,Ki,3000.0,5.52,-7.53,0.00033
6471,4j5c,IC50,3000.0,5.52,-7.53,0.00033
6598,3uxl,Ki,2700.0,5.57,-7.59,0.00037
6623,4tw8,Ki,2611.0,5.58,-7.61,0.00038
6645,5mgx,Kd,2600.0,5.59,-7.61,0.00038
6694,5d6p,IC50,2500.0,5.6,-7.64,0.0004
6938,4jfj,Ki,2100.0,5.68,-7.74,0.00048
6968,1g98,Ki,2000.0,5.7,-7.77,0.0005
6994,2xpb,IC50,2000.0,5.7,-7.77,0.0005
6996,2zbk,Kd,2000.0,5.7,-7.77,0.0005
7163,3jyj,Ki,1800.0,5.74,-7.83,0.00056
7273,2xp7,Kd,1700.0,5.77,-7.87,0.00059
7309,5nw7,Ki,1700.0,5.77,-7.87,0.00059
7465,4k9g,IC50,1500.0,5.82,-7.94,0.00067
7534,1ogz,Kd,1400.0,5.85,-7.98,0.00071
7535,1q54,Ki,1400.0,5.85,-7.98,0.00071
7565,4j59,IC50,1400.0,5.85,-7.98,0.00071
7658,2ooh,IC50,1300.0,5.89,-8.03,0.00077
7666,2y3p,Kd,1300.0,5.89,-8.03,0.00077
7749,2pv2,Kd,1230.0,5.91,-8.06,0.00081
7763,1aj6,Kd,1200.0,5.92,-8.07,0.00083
7805,4hz5,Ki,1200.0,5.92,-8.07,0.00083
7849,6r8w,Kd,1200.0,5.92,-8.07,0.00083
7888,6p12,IC50,1110.0,5.95,-8.12,0.0009
7918,3wns,IC50,1100.0,5.96,-8.12,0.00091
7932,4j5d,IC50,1100.0,5.96,-8.12,0.00091
8031,1f40,Kd,1000.0,6.0,-8.18,0.001
8064,2wf5,Kd,1000.0,6.0,-8.18,0.001
8219,2vcq,IC50,920.0,6.04,-8.23,0.00109
8279,4hxz,Ki,900.0,6.05,-8.24,0.00111
8288,5g2g,Kd,900.0,6.05,-8.24,0.00111
8304,6p11,IC50,900.0,6.05,-8.24,0.00111
8309,1qnh,Kd,872.0,6.06,-8.26,0.00115
8331,1c5f,IC50,860.0,6.07,-8.27,0.00116
8382,3kaf,IC50,830.0,6.08,-8.29,0.0012
8404,1ogx,Kd,810.0,6.09,-8.31,0.00123
8407,3u18,IC50,810.0,6.09,-8.31,0.00123
8628,1u0g,Ki,700.0,6.15,-8.39,0.00143
8676,5dit,Ki,700.0,6.15,-8.39,0.00143
8707,4b6c,IC50,690.0,6.16,-8.4,0.00145
8760,6r8l,Kd,670.0,6.17,-8.42,0.00149
8805,4wrb,Ki,650.0,6.19,-8.44,0.00154
8807,5aiv,Kd,650.0,6.19,-8.44,0.00154
8939,4j5b,IC50,600.0,6.22,-8.48,0.00167
8951,6gjn,Kd,600.0,6.22,-8.48,0.00167
8970,4wr8,Ki,590.0,6.23,-8.49,0.00169
9002,5ais,Kd,570.0,6.24,-8.51,0.00175
9125,3wnr,IC50,530.0,6.28,-8.56,0.00189
9126,3wnt,IC50,530.0,6.28,-8.56,0.00189
9183,6cbh,Ki,510.0,6.29,-8.58,0.00196
9222,2w4i,IC50,500.0,6.3,-8.59,0.002
9260,4url,IC50,500.0,6.3,-8.59,0.002
9336,4qt2,IC50,480.0,6.32,-8.62,0.00208
9366,4zvi,Kd,470.0,6.33,-8.63,0.00213
9554,1o79,IC50,406.0,6.39,-8.71,0.00246
9640,4mbc,IC50,400.0,6.4,-8.72,0.0025
9813,4jfk,Kd,360.0,6.44,-8.79,0.00278
9847,6oht,IC50,351.0,6.45,-8.8,0.00285
9856,2ohv,IC50,350.0,6.46,-8.8,0.00286
9912,5ai1,Kd,340.0,6.47,-8.82,0.00294
10040,1h3c,IC50,306.0,6.51,-8.88,0.00327
10071,6nyv,Kd,312.0,6.51,-8.87,0.00321
10167,6pek,Kd,300.0,6.52,-8.89,0.00333
10180,1h39,IC50,289.0,6.54,-8.92,0.00346
10233,1h3a,IC50,281.0,6.55,-8.93,0.00356
10293,1gzv,Ki,270.0,6.57,-8.96,0.0037
10370,3kah,IC50,260.0,6.59,-8.98,0.00385
10540,5t37,IC50,241.0,6.62,-9.02,0.00415
10610,5l3j,Kd,230.0,6.64,-9.05,0.00435
10621,6nyw,IC50,230.0,6.64,-9.05,0.00435
10623,6saf,Ki,230.0,6.64,-9.05,0.00435
10697,6p14,IC50,220.0,6.66,-9.08,0.00455
10701,4yl1,IC50,216.0,6.67,-9.09,0.00463
10791,1koj,Ki,200.0,6.7,-9.13,0.005
10867,5d75,Ki,200.0,6.7,-9.13,0.005
10876,5mmn,IC50,200.0,6.7,-9.13,0.005
10980,1o6h,IC50,186.0,6.73,-9.18,0.00538
11073,3ikd,Ki,179.0,6.75,-9.2,0.00559
11170,6ohu,IC50,165.0,6.78,-9.25,0.00606
11408,1h3b,IC50,141.0,6.85,-9.34,0.00709
11414,1sqc,Ki,140.0,6.85,-9.34,0.00714
11450,4w9q,IC50,140.0,6.85,-9.34,0.00714
11453,5d7c,IC50,140.0,6.85,-9.34,0.00714
11454,5div,Ki,140.0,6.85,-9.34,0.00714
11505,4j4n,IC50,132.0,6.88,-9.38,0.00758
11605,4j4o,IC50,125.0,6.9,-9.41,0.008
11741,3luo,Kd,113.0,6.95,-9.47,0.00885
11866,1fki,Ki,100.0,7.0,-9.54,0.01
12256,1o6r,IC50,80.0,7.1,-9.68,0.0125
12301,4tyo,Ki,80.0,7.1,-9.68,0.0125
12383,4mgv,IC50,75.0,7.12,-9.71,0.01333
12431,2pv1,Kd,73.0,7.14,-9.73,0.0137
12517,5hvs,Kd,71.0,7.15,-9.75,0.01408
12702,3eov,Kd,63.0,7.2,-9.82,0.01587
12721,1gsz,IC50,61.0,7.21,-9.84,0.01639
12732,3if7,Kd,61.0,7.21,-9.84,0.01639
12734,3odl,Kd,61.0,7.21,-9.84,0.01639
12824,1h37,IC50,59.0,7.23,-9.86,0.01695
12861,3ikg,Ki,57.0,7.24,-9.88,0.01754
12955,4nnr,Kd,55.0,7.26,-9.9,0.01818
12958,5hvt,Kd,55.0,7.26,-9.9,0.01818
13022,5j7p,Ki,52.0,7.28,-9.93,0.01923
13104,4mot,IC50,50.0,7.3,-9.95,0.02
13344,5diu,Ki,43.0,7.37,-10.04,0.02326
13349,5t36,IC50,43.0,7.37,-10.04,0.02326
13583,3l5r,IC50,38.0,7.42,-10.12,0.02632
13949,3u2k,IC50,30.0,7.52,-10.26,0.03333
13980,5mmp,IC50,30.0,7.52,-10.26,0.03333
14001,1h35,IC50,29.0,7.54,-10.28,0.03448
14111,1qpf,IC50,27.0,7.57,-10.32,0.03704
14138,4jjm,Kd,27.0,7.57,-10.32,0.03704
14186,4tw7,Ki,26.0,7.59,-10.34,0.03846
14348,1o6q,IC50,23.0,7.64,-10.41,0.04348
14379,4yk5,IC50,23.0,7.64,-10.41,0.04348
14552,2itk,Ki,20.4,7.69,-10.49,0.04902
14700,1j4r,Ki,19.0,7.72,-10.53,0.05263
14708,2x2c,Kd,19.0,7.72,-10.53,0.05263
14768,1h36,IC50,18.0,7.74,-10.56,0.05556
14919,4w9o,Ki,17.0,7.77,-10.59,0.05882
15015,4w9p,Ki,16.0,7.8,-10.63,0.0625
15087,3odi,Kd,15.0,7.82,-10.67,0.06667
15163,2xcs,IC50,14.0,7.85,-10.71,0.07143
15240,2z6w,Kd,13.4,7.87,-10.73,0.07463
15270,1qng,Kd,13.0,7.89,-10.75,0.07692
15334,5d7r,IC50,13.0,7.89,-10.75,0.07692
15369,4uiu,IC50,12.6,7.9,-10.77,0.07937
15450,5aix,Kd,12.0,7.92,-10.8,0.08333
15623,1fkg,Ki,10.0,8.0,-10.91,0.1
15707,4lp0,IC50,10.0,8.0,-10.91,0.1
15708,4lpb,IC50,10.0,8.0,-10.91,0.1
15710,4mb9,IC50,10.0,8.0,-10.91,0.1
15882,4urm,IC50,9.0,8.05,-10.97,0.11111
16169,1fkh,Ki,7.0,8.15,-11.12,0.14286
16240,4yl3,IC50,7.0,8.15,-11.12,0.14286
16317,1w6j,IC50,6.5,8.19,-11.16,0.15385
16454,4hym,Ki,6.0,8.22,-11.21,0.16667
16469,4yl0,IC50,6.0,8.22,-11.21,0.16667
16500,6r8o,Kd,6.0,8.22,-11.21,0.16667
16514,1nmk,IC50,5.7,8.24,-11.24,0.17544
16670,4emv,IC50,5.0,8.3,-11.32,0.2
16672,4gfn,Ki,5.0,8.3,-11.32,0.2
16942,3ttz,IC50,4.0,8.4,-11.45,0.25
16967,4uro,IC50,4.0,8.4,-11.45,0.25
17049,1ynd,IC50,3.6,8.44,-11.51,0.27778
17156,1qpl,IC50,3.1,8.51,-11.6,0.32258
17244,4bae,IC50,3.0,8.52,-11.62,0.33333
17279,5bqh,IC50,3.0,8.52,-11.62,0.33333
17629,4hxw,Ki,2.0,8.7,-11.86,0.5
17630,4hy1,Ki,2.0,8.7,-11.86,0.5
17667,5k0i,IC50,2.0,8.7,-11.86,0.5
17734,1bl4,IC50,1.8,8.74,-11.92,0.55556
17986,1kzn,Kd,1.2,8.92,-12.16,0.83333
18135,4gee,Ki,1.0,9.0,-12.27,1.0
18136,4ggl,Ki,1.0,9.0,-12.27,1.0
18178,5tl9,IC50,1.0,9.0,-12.27,1.0
18232,1pbk,Ki,0.9,9.05,-12.33,1.11111
18249,5bqi,IC50,0.9,9.05,-12.33,1.11111
18633,1fkf,Kd,0.4,9.4,-12.81,2.5
18857,1a7x,Kd,0.2,9.7,-13.22,5.0
18861,1fkb,Kd,0.2,9.7,-13.22,5.0
18998,1nfs,Kd,0.12,9.92,-13.53,8.33333
19000,2vnp,Ki,0.12,9.92,-13.53,8.33333
