Unnamed: 0,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
1275,5zlf,IC50,330000.0,3.48,-4.75,0.0
1282,3d1v,Kd,324000.0,3.49,-4.76,0.0
1296,4n3w,Ki,315000.0,3.5,-4.77,0.0
1314,1o4d,IC50,300000.0,3.52,-4.8,0.0
1315,1o4f,IC50,300000.0,3.52,-4.8,0.0
1326,3zly,IC50,300000.0,3.52,-4.8,0.0
1327,4c70,Ki,305000.0,3.52,-4.79,0.0
1328,4eky,Ki,303000.0,3.52,-4.8,0.0
1335,5ok3,Kd,300000.0,3.52,-4.8,0.0
1339,6g25,Kd,300000.0,3.52,-4.8,0.0
1345,4eh3,IC50,292000.0,3.53,-4.82,0.0
1350,1vjd,Kd,286000.0,3.54,-4.83,0.0
1357,4gng,Kd,290000.0,3.54,-4.82,0.0
1358,5ggk,Kd,290000.0,3.54,-4.82,0.0
1363,2ay3,Kd,280000.0,3.55,-4.84,0.0
1367,2hwg,Ki,280000.0,3.55,-4.84,0.0
1372,3qvu,Ki,283000.0,3.55,-4.84,0.0
1374,4k3m,Kd,281200.0,3.55,-4.84,0.0
1375,4mjr,Ki,283000.0,3.55,-4.84,0.0
1376,4n98,Ki,280000.0,3.55,-4.84,0.0
1378,5av0,IC50,280000.0,3.55,-4.84,0.0
1389,2ycm,IC50,274000.0,3.56,-4.86,0.0
1391,6ccl,IC50,273000.0,3.56,-4.86,0.0
1400,4ck3,Kd,268000.0,3.57,-4.87,0.0
1405,5csh,Kd,270000.0,3.57,-4.87,0.0
1409,1vjc,Kd,263000.0,3.58,-4.88,0.0
1412,4y63,Ki,261000.0,3.58,-4.89,0.0
1413,5q1g,IC50,263000.0,3.58,-4.88,0.0
1414,5ual,IC50,263000.0,3.58,-4.88,0.0
1416,1gww,Kd,258000.0,3.59,-4.89,0.0
1423,3x1k,Kd,256000.0,3.59,-4.9,0.0
1425,4cjq,Kd,256000.0,3.59,-4.9,0.0
1426,4k3r,Kd,259100.00000000003,3.59,-4.89,0.0
1430,6egs,Kd,260000.0,3.59,-4.89,0.0
1431,6p8a,Kd,255000.0,3.59,-4.9,0.0
1433,1bo5,Ki,250000.0,3.6,-4.91,0.0
1441,2fzk,Ki,250000.0,3.6,-4.91,0.0
1453,3jdw,Ki,253000.0,3.6,-4.9,0.0
1467,6ahi,Kd,252000.0,3.6,-4.91,0.0
1469,8gpb,Kd,250000.0,3.6,-4.91,0.0
1470,1g9s,Ki,247000.0,3.61,-4.92,0.0
1473,2vfz,Ki,245000.0,3.61,-4.92,0.0
1479,4qp1,Kd,247000.0,3.61,-4.92,0.0
1482,5oqu,Kd,244000.0,3.61,-4.93,0.0
1491,4fxj,IC50,240000.0,3.62,-4.94,0.0
1495,4yym,Kd,240000.0,3.62,-4.94,0.0
1506,5ork,Kd,234000.0,3.63,-4.95,0.0
1514,4bdi,IC50,227700.0,3.64,-4.97,0.0
1519,6ccs,IC50,230000.0,3.64,-4.96,0.0
1522,3vws,Kd,225000.0,3.65,-4.97,0.0
1526,5o1s,IC50,225000.0,3.65,-4.97,0.0
1528,5yum,Ki,223000.0,3.65,-4.98,0.0
1532,2qv7,Kd,219000.0,3.66,-4.99,0.0
1533,2rny,Kd,218000.0,3.66,-4.99,0.0
1537,3iny,Kd,217000.0,3.66,-4.99,0.0
1543,4fl2,Kd,220000.0,3.66,-4.99,0.0
1545,5ggn,Kd,220000.0,3.66,-4.99,0.0
1554,3h2m,IC50,215000.0,3.67,-5.0,0.0
1555,3h2n,IC50,212600.0,3.67,-5.01,0.0
1556,4cig,Kd,214000.0,3.67,-5.0,0.0
1560,4n99,Ki,216000.0,3.67,-5.0,0.0
1573,3uwl,Ki,208000.0,3.68,-5.02,0.0
1587,4ovg,Ki,204000.0,3.69,-5.03,0.0
1591,5os7,Kd,205000.0,3.69,-5.03,0.0
1595,6ipm,Kd,206000.0,3.69,-5.03,0.0
1620,3mrt,IC50,200000.0,3.7,-5.04,1e-05
1622,3zlw,IC50,198000.0,3.7,-5.05,1e-05
1625,4b2d,Kd,200000.0,3.7,-5.04,1e-05
1640,5hn0,Kd,200000.0,3.7,-5.04,1e-05
1641,5j41,Ki,199000.0,3.7,-5.05,1e-05
1647,6chm,IC50,199000.0,3.7,-5.05,1e-05
1657,4mjq,Ki,193000.0,3.71,-5.06,1e-05
1664,2am4,Ki,190000.0,3.72,-5.07,1e-05
1669,3ms2,IC50,192400.0,3.72,-5.07,1e-05
1670,3q6z,Kd,192000.0,3.72,-5.07,1e-05
1672,4tk1,Kd,190000.0,3.72,-5.07,1e-05
1673,4tk2,Kd,190000.0,3.72,-5.07,1e-05
1681,2vta,IC50,185000.0,3.73,-5.09,1e-05
1696,3kpv,Kd,180000.0,3.74,-5.11,1e-05
1697,3mrv,IC50,180000.0,3.74,-5.11,1e-05
1701,4yk0,Kd,181000.0,3.74,-5.1,1e-05
1702,4yux,IC50,180000.0,3.74,-5.11,1e-05
1709,2iyf,Ki,177300.0,3.75,-5.11,1e-05
1710,2pyi,Ki,179000.0,3.75,-5.11,1e-05
1712,3gep,Ki,176800.0,3.75,-5.12,1e-05
1718,4c6x,Ki,175400.0,3.76,-5.12,1e-05
1734,3kqm,Kd,170000.0,3.77,-5.14,1e-05
1736,3s0j,IC50,169900.0,3.77,-5.14,1e-05
1764,1wbv,IC50,162000.0,3.79,-5.17,1e-05
1768,5etf,Kd,161500.0,3.79,-5.17,1e-05
1773,1nje,Kd,160000.0,3.8,-5.18,1e-05
1775,2ggd,IC50,160000.0,3.8,-5.18,1e-05
1782,3zlx,IC50,157000.0,3.8,-5.19,1e-05
1785,4umr,IC50,160000.0,3.8,-5.18,1e-05
1786,4yb7,Kd,158000.0,3.8,-5.18,1e-05
1796,6g2b,Kd,160000.0,3.8,-5.18,1e-05
1802,2ou7,IC50,155000.0,3.81,-5.19,1e-05
1805,4q9s,IC50,156000.0,3.81,-5.19,1e-05
1810,3g2h,Ki,151300.0,3.82,-5.21,1e-05
1811,3sgt,IC50,150000.0,3.82,-5.21,1e-05
1812,3tiz,IC50,150000.0,3.82,-5.21,1e-05
1813,3ud5,Kd,150000.0,3.82,-5.21,1e-05
1817,4fl3,Kd,150000.0,3.82,-5.21,1e-05
1825,6ipl,Kd,153000.0,3.82,-5.2,1e-05
1829,1yhm,IC50,147000.0,3.83,-5.23,1e-05
1833,1bky,Kd,144000.0,3.84,-5.24,1e-05
1843,4d9p,IC50,145000.0,3.84,-5.23,1e-05
1859,3kqo,Kd,140000.0,3.85,-5.25,1e-05
1865,5dhp,Ki,140000.0,3.85,-5.25,1e-05
1873,3rtx,Kd,139000.0,3.86,-5.26,1e-05
1877,5dtq,IC50,139000.0,3.86,-5.26,1e-05
1888,3g2l,Ki,135900.0,3.87,-5.27,1e-05
1890,3npa,IC50,136400.0,3.87,-5.27,1e-05
1903,4mjp,Ki,131000.0,3.88,-5.29,1e-05
1906,5eqe,Kd,132000.0,3.88,-5.29,1e-05
1915,2xiz,IC50,130000.0,3.89,-5.3,1e-05
1919,3ti1,IC50,130000.0,3.89,-5.3,1e-05
1921,3umo,Ki,129000.0,3.89,-5.3,1e-05
1926,4nl1,Kd,130000.0,3.89,-5.3,1e-05
1929,5iu6,Ki,130000.0,3.89,-5.3,1e-05
1931,6ckl,IC50,130000.0,3.89,-5.3,1e-05
1951,4n9c,Kd,126000.0,3.9,-5.32,1e-05
1956,5nzm,IC50,127000.0,3.9,-5.31,1e-05
1968,1ahx,Kd,120000.0,3.92,-5.35,1e-05
1969,1pr5,Ki,120000.0,3.92,-5.35,1e-05
1971,2vth,IC50,120000.0,3.92,-5.35,1e-05
1976,3twp,Ki,119000.0,3.92,-5.35,1e-05
2000,3pp7,Ki,115600.0,3.94,-5.37,1e-05
2004,4k3q,Kd,115100.0,3.94,-5.37,1e-05
2023,1mrs,Ki,110000.0,3.96,-5.4,1e-05
2030,2vi5,Ki,110000.0,3.96,-5.4,1e-05
2032,3c39,Kd,109000.0,3.96,-5.4,1e-05
2034,3h2a,IC50,108900.0,3.96,-5.4,1e-05
2040,4yyn,Kd,110000.0,3.96,-5.4,1e-05
2041,4zmf,Kd,110000.0,3.96,-5.4,1e-05
2050,1l5q,Kd,108000.0,3.97,-5.41,1e-05
2069,5os8,Kd,105000.0,3.98,-5.42,1e-05
2081,4u2y,IC50,102000.0,3.99,-5.44,1e-05
2088,1fhr,Kd,100000.0,4.0,-5.45,1e-05
2089,1gfz,Ki,100000.0,4.0,-5.45,1e-05
2090,1j4k,Kd,100000.0,4.0,-5.45,1e-05
2102,1z3c,IC50,100000.0,4.0,-5.45,1e-05
2118,3c4e,IC50,100000.0,4.0,-5.45,1e-05
2122,3r9h,IC50,100000.0,4.0,-5.45,1e-05
2123,3r9o,IC50,100000.0,4.0,-5.45,1e-05
2124,3rpr,IC50,100000.0,4.0,-5.45,1e-05
2125,3rzb,IC50,100000.0,4.0,-5.45,1e-05
2131,4cfu,IC50,100000.0,4.0,-5.45,1e-05
2134,4iz0,IC50,100000.0,4.0,-5.45,1e-05
2139,4umb,Ki,99000.0,4.0,-5.46,1e-05
2140,4usj,IC50,100000.0,4.0,-5.45,1e-05
2145,5bvk,IC50,100000.0,4.0,-5.45,1e-05
2157,5npc,IC50,100000.0,4.0,-5.45,1e-05
2158,5npe,IC50,100000.0,4.0,-5.45,1e-05
2159,5nw8,Kd,100000.0,4.0,-5.45,1e-05
2160,5ous,Kd,100000.0,4.0,-5.45,1e-05
2166,6eh2,Kd,100000.0,4.0,-5.45,1e-05
2167,6em6,Kd,100000.0,4.0,-5.45,1e-05
2174,1b42,Kd,97900.0,4.01,-5.47,1e-05
2178,2vtl,IC50,97000.0,4.01,-5.47,1e-05
2181,3kqw,Kd,97000.0,4.01,-5.47,1e-05
2183,4eym,IC50,98747.0,4.01,-5.46,1e-05
2184,5auz,IC50,98000.0,4.01,-5.47,1e-05
2185,5hlb,IC50,98500.0,4.01,-5.46,1e-05
2196,3np7,IC50,95000.0,4.02,-5.48,1e-05
2199,4k8a,Kd,95000.0,4.02,-5.48,1e-05
2209,2qrm,Ki,92500.0,4.03,-5.5,1e-05
2214,3mt7,IC50,93200.0,4.03,-5.5,1e-05
2217,4bi2,IC50,94100.0,4.03,-5.49,1e-05
2218,4kab,Kd,93000.0,4.03,-5.5,1e-05
2222,5e2l,Kd,93000.0,4.03,-5.5,1e-05
2224,5hng,IC50,93000.0,4.03,-5.5,1e-05
2227,5w4s,Kd,94000.0,4.03,-5.49,1e-05
2235,1l7x,Kd,92000.0,4.04,-5.5,1e-05
2246,1pwy,Ki,90000.0,4.05,-5.52,1e-05
2247,1r4w,Kd,90000.0,4.05,-5.52,1e-05
2248,1toi,Kd,90000.0,4.05,-5.52,1e-05
2254,3fjz,Ki,90000.0,4.05,-5.52,1e-05
2268,3h2f,IC50,86700.0,4.06,-5.54,1e-05
2282,2v2v,Ki,85800.0,4.07,-5.54,1e-05
2288,3mag,Kd,86000.0,4.07,-5.54,1e-05
2289,3mct,Kd,85500.0,4.07,-5.55,1e-05
2290,4bdb,IC50,85600.0,4.07,-5.55,1e-05
2294,5mpz,Kd,85000.0,4.07,-5.55,1e-05
2300,1n2v,Ki,83000.0,4.08,-5.56,1e-05
2304,2d06,Ki,83200.0,4.08,-5.56,1e-05
2307,2z1w,Ki,83000.0,4.08,-5.56,1e-05
2308,3f8w,IC50,82300.0,4.08,-5.57,1e-05
2322,3g2n,Ki,81000.0,4.09,-5.58,1e-05
2323,3rmf,IC50,82000.0,4.09,-5.57,1e-05
2325,4bdf,IC50,81100.0,4.09,-5.58,1e-05
2327,4fxp,Kd,80400.0,4.09,-5.58,1e-05
2337,1odj,Kd,80000.0,4.1,-5.59,1e-05
2346,3b78,Kd,80000.0,4.1,-5.59,1e-05
2370,1p19,Kd,76800.0,4.11,-5.61,1e-05
2373,2exm,Ki,78000.0,4.11,-5.6,1e-05
2380,3v4t,Kd,77000.0,4.11,-5.61,1e-05
2381,4bdh,IC50,76800.0,4.11,-5.61,1e-05
2382,4ih5,Kd,78000.0,4.11,-5.6,1e-05
2387,5kam,Ki,77300.0,4.11,-5.61,1e-05
2403,4bdg,IC50,76200.0,4.12,-5.61,1e-05
2406,4mi3,Ki,75290.0,4.12,-5.62,1e-05
2416,3ozt,Ki,74900.0,4.13,-5.62,1e-05
2418,4hxj,Kd,74300.0,4.13,-5.63,1e-05
2419,4ovf,Ki,74000.0,4.13,-5.63,1e-05
2420,4yc0,Ki,74000.0,4.13,-5.63,1e-05
2424,3sna,Ki,72730.0,4.14,-5.64,1e-05
2425,3t4n,Kd,72000.0,4.14,-5.65,1e-05
2443,2v2q,Ki,71200.0,4.15,-5.65,1e-05
2446,3a9i,Ki,70700.0,4.15,-5.66,1e-05
2451,3m56,Kd,70000.0,4.15,-5.66,1e-05
2453,3r9d,IC50,71000.0,4.15,-5.66,1e-05
2477,4bi1,IC50,69100.0,4.16,-5.67,1e-05
2508,2qfu,Ki,66000.0,4.18,-5.7,2e-05
2510,3q2j,Ki,66100.0,4.18,-5.7,2e-05
2512,5o0b,Kd,66000.0,4.18,-5.7,2e-05
2525,2wl4,Kd,64000.0,4.19,-5.72,2e-05
2533,3my5,IC50,65000.0,4.19,-5.71,2e-05
2534,3nok,IC50,64000.0,4.19,-5.72,2e-05
2538,4n9a,Ki,64000.0,4.19,-5.72,2e-05
2553,3b8h,Kd,63700.0,4.2,-5.72,2e-05
2559,4wbo,IC50,63100.0,4.2,-5.73,2e-05
2569,1odi,Kd,62000.0,4.21,-5.74,2e-05
2570,1qk4,Kd,61000.0,4.21,-5.75,2e-05
2578,4bqs,Ki,62000.0,4.21,-5.74,2e-05
2593,1gx0,Kd,60000.0,4.22,-5.76,2e-05
2598,1ua4,Ki,60000.0,4.22,-5.76,2e-05
2605,3kyq,Kd,60000.0,4.22,-5.76,2e-05
2606,4asy,IC50,60000.0,4.22,-5.76,2e-05
2609,4mo4,Kd,60000.0,4.22,-5.76,2e-05
2611,4own,Ki,60000.0,4.22,-5.76,2e-05
2613,4zh4,IC50,60000.0,4.22,-5.76,2e-05
2619,1prl,Kd,59000.0,4.23,-5.77,2e-05
2620,1prm,Kd,59000.0,4.23,-5.77,2e-05
2626,4bi0,IC50,58600.0,4.23,-5.77,2e-05
2632,5kap,Ki,58600.0,4.23,-5.77,2e-05
2637,6qqt,Kd,59000.0,4.23,-5.77,2e-05
2642,3cj3,IC50,57000.0,4.24,-5.79,2e-05
2643,3h78,Kd,57000.0,4.24,-5.79,2e-05
2644,3uwk,IC50,58000.0,4.24,-5.78,2e-05
2648,5csp,Kd,58000.0,4.24,-5.78,2e-05
2658,6cq5,IC50,57000.0,4.24,-5.79,2e-05
2668,4lpg,Kd,55600.0,4.25,-5.8,2e-05
2674,5q0i,IC50,56100.0,4.25,-5.8,2e-05
2684,3tdh,Kd,55000.0,4.26,-5.81,2e-05
2688,4w9n,IC50,54700.0,4.26,-5.81,2e-05
