Unnamed: 0,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
340,5mnx,Kd,3300000.0,2.48,-3.38,0.0
341,5mon,Kd,3300000.0,2.48,-3.38,0.0
345,4kz7,Ki,3200000.0,2.49,-3.4,0.0
347,1ai4,Ki,3130000.0,2.5,-3.41,0.0
348,3g30,Ki,3100000.0,2.51,-3.42,0.0
350,6dji,IC50,3100000.0,2.51,-3.42,0.0
352,1wdr,Kd,3050000.0,2.52,-3.43,0.0
356,3gr2,Ki,3000000.0,2.52,-3.44,0.0
357,3mfv,Ki,3000000.0,2.52,-3.44,0.0
358,3vdb,Ki,3030000.0,2.52,-3.43,0.0
365,1iup,Ki,2900000.0,2.54,-3.46,0.0
366,1il3,IC50,2800000.0,2.55,-3.48,0.0
368,3b3s,Ki,2800000.0,2.55,-3.48,0.0
376,3kgp,Ki,2680000.0,2.57,-3.51,0.0
381,3gvb,Ki,2600000.0,2.59,-3.52,0.0
390,3rxf,IC50,2500000.0,2.6,-3.55,0.0
393,6mia,Ki,2540000.0,2.6,-3.54,0.0
395,1w1y,IC50,2400000.0,2.62,-3.57,0.0
400,3rxl,IC50,2400000.0,2.62,-3.57,0.0
403,5foo,Ki,2400000.0,2.62,-3.57,0.0
405,1ajn,Ki,2320000.0,2.63,-3.59,0.0
406,1g5f,Ki,2310000.0,2.64,-3.59,0.0
412,4ufl,Ki,2300000.0,2.64,-3.6,0.0
415,1il5,IC50,2200000.0,2.66,-3.62,0.0
416,3a1e,Kd,2200000.0,2.66,-3.62,0.0
417,3rxb,IC50,2200000.0,2.66,-3.62,0.0
418,4y2p,IC50,2200000.0,2.66,-3.62,0.0
425,3rxk,IC50,2100000.0,2.68,-3.65,0.0
433,1br5,Ki,2000000.0,2.7,-3.68,0.0
434,1gym,IC50,2000000.0,2.7,-3.68,0.0
439,2ha4,Kd,2000000.0,2.7,-3.68,0.0
441,2ohk,IC50,2000000.0,2.7,-3.68,0.0
442,2ow6,IC50,2000000.0,2.7,-3.68,0.0
444,3bra,Kd,2000000.0,2.7,-3.68,0.0
445,3ftz,IC50,2000000.0,2.7,-3.68,0.0
446,3fud,IC50,2000000.0,2.7,-3.68,0.0
447,3fuf,IC50,2000000.0,2.7,-3.68,0.0
448,3fuh,IC50,2000000.0,2.7,-3.68,0.0
450,3gsg,Ki,2000000.0,2.7,-3.68,0.0
451,3hvg,IC50,2000000.0,2.7,-3.68,0.0
453,3sl0,Ki,2000000.0,2.7,-3.68,0.0
457,4h4b,Ki,2000000.0,2.7,-3.68,0.0
458,4okp,Ki,2000000.0,2.7,-3.68,0.0
459,4old,Ki,2000000.0,2.7,-3.68,0.0
460,4wks,Ki,2000000.0,2.7,-3.68,0.0
467,6nmb,Ki,2010000.0,2.7,-3.68,0.0
474,6dih,IC50,1900000.0,2.72,-3.71,0.0
475,1dg9,Ki,1800000.0,2.74,-3.74,0.0
476,2qwb,Ki,1820000.0,2.74,-3.74,0.0
483,5oyd,Kd,1780000.0,2.75,-3.75,0.0
485,1ny2,Ki,1750000.0,2.76,-3.76,0.0
490,3fcq,Ki,1700000.0,2.77,-3.78,0.0
494,4kz3,Ki,1700000.0,2.77,-3.78,0.0
502,3ftw,IC50,1670000.0,2.78,-3.79,0.0
506,2bge,IC50,1600000.0,2.8,-3.81,0.0
507,2bza,Ki,1580000.0,2.8,-3.82,0.0
509,4kz8,Ki,1600000.0,2.8,-3.81,0.0
511,4yw2,Kd,1600000.0,2.8,-3.81,0.0
512,5fbi,Kd,1600000.0,2.8,-3.81,0.0
513,5fov,Kd,1590000.0,2.8,-3.82,0.0
516,5zee,IC50,1570000.0,2.8,-3.82,0.0
518,3djx,Ki,1557900.0,2.81,-3.83,0.0
524,2a3a,IC50,1500000.0,2.82,-3.85,0.0
529,3fue,IC50,1510000.0,2.82,-3.85,0.0
530,3lka,Kd,1500000.0,2.82,-3.85,0.0
532,4dsu,Kd,1500000.0,2.82,-3.85,0.0
535,4z46,Kd,1510000.0,2.82,-3.85,0.0
541,4yz5,Kd,1480000.0,2.83,-3.86,0.0
542,3fu3,IC50,1443000.0,2.84,-3.87,0.0
546,1il4,IC50,1400000.0,2.85,-3.89,0.0
547,2a29,Kd,1400000.0,2.85,-3.89,0.0
549,3atk,IC50,1400000.0,2.85,-3.89,0.0
551,3rxa,IC50,1400000.0,2.85,-3.89,0.0
552,3udh,Kd,1400000.0,2.85,-3.89,0.0
555,4x47,IC50,1410000.0,2.85,-3.89,0.0
567,1e34,Ki,1320000.0,2.88,-3.93,0.0
578,3g31,Ki,1300000.0,2.89,-3.93,0.0
580,4cd8,Ki,1300000.0,2.89,-3.93,0.0
581,4gqq,Ki,1300000.0,2.89,-3.93,0.0
582,4kzb,Ki,1300000.0,2.89,-3.93,0.0
583,4llx,Ki,1300000.0,2.89,-3.93,0.0
586,5aes,IC50,1300000.0,2.89,-3.93,0.0
595,5dv2,IC50,1250000.0,2.9,-3.96,0.0
596,1ms0,Ki,1230000.0,2.91,-3.97,0.0
603,1p6e,Ki,1210000.0,2.92,-3.98,0.0
604,1zp5,IC50,1200000.0,2.92,-3.98,0.0
614,4ai5,Kd,1200000.0,2.92,-3.98,0.0
616,4lm3,Ki,1200000.0,2.92,-3.98,0.0
619,4y2q,Kd,1200000.0,2.92,-3.98,0.0
625,1tng,Ki,1170000.0,2.93,-4.0,0.0
626,3ftv,IC50,1167000.0,2.93,-4.0,0.0
628,1p6d,Ki,1150000.0,2.94,-4.01,0.0
632,1w1t,IC50,1100000.0,2.96,-4.03,0.0
637,3g34,Ki,1100000.0,2.96,-4.03,0.0
641,4dst,Kd,1100000.0,2.96,-4.03,0.0
652,3djq,Ki,1046400.0,2.98,-4.06,0.0
660,1hqg,Ki,1000000.0,3.0,-4.09,0.0
662,1ux7,Kd,1000000.0,3.0,-4.09,0.0
664,1wbg,IC50,1000000.0,3.0,-4.09,0.0
667,1yc5,IC50,1000000.0,3.0,-4.09,0.0
670,2f1b,IC50,1000000.0,3.0,-4.09,0.0
676,2vin,IC50,1000000.0,3.0,-4.09,0.0
686,3grj,Ki,1000000.0,3.0,-4.09,0.0
689,3nk8,Kd,1000000.0,3.0,-4.09,0.0
694,4k5z,IC50,1000000.0,3.0,-4.09,0.0
700,4llk,Ki,990000.0,3.0,-4.1,0.0
702,4o7d,IC50,1000000.0,3.0,-4.09,0.0
708,4wh9,IC50,1000000.0,3.0,-4.09,0.0
709,5a5o,IC50,1000000.0,3.0,-4.09,0.0
714,5jah,IC50,1000000.0,3.0,-4.09,0.0
716,5lz2,IC50,1000000.0,3.0,-4.09,0.0
724,6n17,IC50,1010000.0,3.0,-4.08,0.0
726,1g42,Ki,970000.0,3.01,-4.11,0.0
727,1utm,Kd,972000.0,3.01,-4.11,0.0
729,5jan,Kd,980000.0,3.01,-4.1,0.0
732,3fuk,IC50,966000.0,3.02,-4.11,0.0
734,4xm8,IC50,950000.0,3.02,-4.12,0.0
737,6n19,IC50,960000.0,3.02,-4.11,0.0
741,2ha3,Kd,930000.0,3.03,-4.13,0.0
744,4lm2,Ki,940000.0,3.03,-4.13,0.0
747,1rtf,Ki,910000.0,3.04,-4.15,0.0
748,2pcu,IC50,910000.0,3.04,-4.15,0.0
750,3t08,Ki,910000.0,3.04,-4.15,0.0
753,4i7k,Kd,905000.0,3.04,-4.15,0.0
754,4lm4,Ki,910000.0,3.04,-4.15,0.0
757,1gvk,Ki,890000.0,3.05,-4.16,0.0
763,2ohl,Kd,900000.0,3.05,-4.15,0.0
768,5abe,Ki,890000.0,3.05,-4.16,0.0
773,3atm,IC50,873000.0,3.06,-4.17,0.0
774,3hw1,IC50,870000.0,3.06,-4.17,0.0
775,3rxi,IC50,873000.0,3.06,-4.17,0.0
776,3rxj,IC50,873000.0,3.06,-4.17,0.0
779,1rnm,Ki,844200.0,3.07,-4.19,0.0
794,1af2,Ki,800000.0,3.1,-4.22,0.0
800,3buf,Kd,800000.0,3.1,-4.22,0.0
805,4kz6,Ki,800000.0,3.1,-4.22,0.0
808,4y2j,IC50,800000.0,3.1,-4.22,0.0
811,5cr7,Ki,790000.0,3.1,-4.23,0.0
817,1k2i,IC50,780000.0,3.11,-4.24,0.0
823,3msj,IC50,770000.0,3.11,-4.25,0.0
830,1h9l,Ki,760000.0,3.12,-4.25,0.0
839,6d1k,Ki,741300.0,3.13,-4.27,0.0
840,6dhu,IC50,740000.0,3.13,-4.27,0.0
841,6die,IC50,740000.0,3.13,-4.27,0.0
843,2f1a,IC50,720000.0,3.14,-4.28,0.0
844,2ya7,Ki,720000.0,3.14,-4.28,0.0
847,6cea,Kd,720000.0,3.14,-4.28,0.0
849,1e6q,Ki,700000.0,3.15,-4.3,0.0
857,2p8n,Kd,700000.0,3.15,-4.3,0.0
873,3ecn,IC50,698000.0,3.16,-4.3,0.0
884,5fot,Kd,680000.0,3.17,-4.32,0.0
885,5fox,Kd,675000.0,3.17,-4.32,0.0
888,1b9s,IC50,667000.0,3.18,-4.33,0.0
891,2wik,Kd,660000.0,3.18,-4.34,0.0
893,3bug,Kd,660000.0,3.18,-4.34,0.0
894,3kid,Ki,656000.0,3.18,-4.34,0.0
895,1o6i,Ki,650000.0,3.19,-4.35,0.0
897,3dxh,Ki,650000.0,3.19,-4.35,0.0
908,2wij,Kd,630000.0,3.2,-4.36,0.0
916,3fty,IC50,619000.0,3.21,-4.37,0.0
920,1br6,Ki,600000.0,3.22,-4.39,0.0
921,1e6s,Ki,600000.0,3.22,-4.39,0.0
922,1e72,Ki,600000.0,3.22,-4.39,0.0
924,1ew9,Ki,600000.0,3.22,-4.39,0.0
927,1qwu,Ki,600000.0,3.22,-4.39,0.0
932,2ri9,Ki,600000.0,3.22,-4.39,0.0
933,2uy3,Ki,600000.0,3.22,-4.39,0.0
934,3aru,Kd,600000.0,3.22,-4.39,0.0
936,4n5d,Kd,607000.0,3.22,-4.39,0.0
937,4tyl,Kd,600000.0,3.22,-4.39,0.0
942,1px4,Ki,590000.0,3.23,-4.4,0.0
943,2gmk,Ki,590000.0,3.23,-4.4,0.0
946,4lm1,Ki,590000.0,3.23,-4.4,0.0
949,5qay,Kd,590000.0,3.23,-4.4,0.0
950,2r8q,IC50,580000.0,3.24,-4.41,0.0
953,4k60,IC50,570000.0,3.24,-4.42,0.0
955,4qlk,Ki,570000.0,3.24,-4.42,0.0
956,4y2u,IC50,580000.0,3.24,-4.41,0.0
960,1v2j,Ki,566000.0,3.25,-4.43,0.0
963,4lm0,Ki,560000.0,3.25,-4.43,0.0
970,4wkt,Ki,550000.0,3.26,-4.44,0.0
977,1bcu,Kd,530000.0,3.28,-4.47,0.0
981,3d52,Ki,520000.0,3.28,-4.48,0.0
995,6ibk,Ki,509000.0,3.29,-4.49,0.0
1002,1zd2,IC50,500000.0,3.3,-4.5,0.0
1003,1zd3,IC50,500000.0,3.3,-4.5,0.0
1008,2vw2,Ki,500000.0,3.3,-4.5,0.0
1019,3ch9,IC50,500000.0,3.3,-4.5,0.0
1025,3l7g,Ki,500000.0,3.3,-4.5,0.0
1032,4gj8,Kd,500000.0,3.3,-4.5,0.0
1033,4gj9,Kd,500000.0,3.3,-4.5,0.0
1036,4mrw,Ki,500000.0,3.3,-4.5,0.0
1037,4msa,Ki,500000.0,3.3,-4.5,0.0
1040,4oue,Ki,500000.0,3.3,-4.5,0.0
1041,4tz8,Kd,500000.0,3.3,-4.5,0.0
1042,4u6e,Ki,500000.0,3.3,-4.5,0.0
1052,5mt0,Kd,500000.0,3.3,-4.5,0.0
1053,5mt4,Kd,500000.0,3.3,-4.5,0.0
1061,1i2s,Ki,490000.0,3.31,-4.51,0.0
1062,1pzp,Ki,490000.0,3.31,-4.51,0.0
1069,1pzo,Ki,480000.0,3.32,-4.52,0.0
1073,4i7j,Kd,480000.0,3.32,-4.52,0.0
1078,6efj,Ki,477000.0,3.32,-4.53,0.0
1079,6mey,Ki,479000.0,3.32,-4.53,0.0
1082,6phx,Kd,478600.0,3.32,-4.53,0.0
1083,188l,Kd,470000.0,3.33,-4.54,0.0
1085,2a3b,IC50,469000.0,3.33,-4.54,0.0
1087,4ab9,Kd,466000.0,3.33,-4.54,0.0
1091,4k2y,IC50,470000.0,3.33,-4.54,0.0
1095,2xoi,Ki,460000.0,3.34,-4.55,0.0
1110,4lkq,Ki,450000.0,3.35,-4.56,0.0
1119,2ha7,Kd,440000.0,3.36,-4.58,0.0
1120,2pvv,IC50,438000.0,3.36,-4.58,0.0
1121,2vc7,Ki,432700.0,3.36,-4.59,0.0
1125,4wyp,Kd,440000.0,3.36,-4.58,0.0
1129,187l,Kd,422000.0,3.37,-4.6,0.0
1130,1tnh,Ki,430000.0,3.37,-4.59,0.0
1131,1v2u,Ki,427000.0,3.37,-4.59,0.0
1132,1v2v,Ki,427000.0,3.37,-4.59,0.0
1133,2c6g,IC50,428000.0,3.37,-4.59,0.0
1135,3d8z,Ki,423000.0,3.37,-4.6,0.0
1145,4qll,Ki,420000.0,3.38,-4.6,0.0
1150,4ipn,Kd,408700.0,3.39,-4.62,0.0
1152,4ms0,Ki,410000.0,3.39,-4.62,0.0
1159,1f8d,Ki,400000.0,3.4,-4.63,0.0
1160,1hxk,IC50,400000.0,3.4,-4.63,0.0
1162,1il9,IC50,400000.0,3.4,-4.63,0.0
1163,1jt1,Ki,400000.0,3.4,-4.63,0.0
1164,1l83,Kd,400000.0,3.4,-4.63,0.0
1167,1way,IC50,400000.0,3.4,-4.63,0.0
1168,220l,Kd,400000.0,3.4,-4.63,0.0
1169,223l,Kd,400000.0,3.4,-4.63,0.0
1170,2jbu,IC50,400000.0,3.4,-4.63,0.0
1175,3d8y,Ki,396000.0,3.4,-4.64,0.0
1178,4abe,Kd,400000.0,3.4,-4.63,0.0
1181,5qaw,Kd,400000.0,3.4,-4.63,0.0
1182,5qaz,Kd,400000.0,3.4,-4.63,0.0
1191,6ce8,IC50,390000.0,3.41,-4.65,0.0
1192,6m7i,Ki,386000.0,3.41,-4.65,0.0
1196,2sim,Ki,380000.0,3.42,-4.66,0.0
1201,3px9,IC50,380000.0,3.42,-4.66,0.0
1204,4llj,Ki,380000.0,3.42,-4.66,0.0
1212,2wig,Kd,370000.0,3.43,-4.68,0.0
1213,2xog,Ki,370000.0,3.43,-4.68,0.0
1222,3as2,IC50,360000.0,3.44,-4.7,0.0
1232,1t48,IC50,350000.0,3.46,-4.71,0.0
1236,3blu,Ki,350000.0,3.46,-4.71,0.0
1238,3muz,Ki,350000.0,3.46,-4.71,0.0
1243,4k5p,Ki,345000.0,3.46,-4.72,0.0
1246,4tz2,Kd,350000.0,3.46,-4.71,0.0
1247,5qal,Kd,350000.0,3.46,-4.71,0.0
1255,4epy,Kd,340000.0,3.47,-4.73,0.0
1256,4h42,Ki,341000.0,3.47,-4.73,0.0
1262,2c90,IC50,330000.0,3.48,-4.75,0.0
1263,2f10,Ki,330000.0,3.48,-4.75,0.0
1268,3nyd,Ki,330000.0,3.48,-4.75,0.0
1272,5qaj,Kd,330000.0,3.48,-4.75,0.0
1276,1c5o,Ki,320000.0,3.49,-4.76,0.0
1279,1utn,Kd,321000.0,3.49,-4.76,0.0
1286,5ak6,IC50,326400.0,3.49,-4.75,0.0
1287,5eok,Kd,320000.0,3.49,-4.76,0.0
1289,5i25,Kd,324000.0,3.49,-4.76,0.0
1294,3fcl,IC50,315000.0,3.5,-4.77,0.0
1295,4i7p,Kd,317000.0,3.5,-4.77,0.0
1300,2ohm,IC50,310000.0,3.51,-4.78,0.0
1306,5dtt,Kd,310000.0,3.51,-4.78,0.0
1308,5m4q,Ki,310000.0,3.51,-4.78,0.0
1309,5mby,Ki,310000.0,3.51,-4.78,0.0
1311,5qaf,Kd,312000.0,3.51,-4.78,0.0
1313,1jys,Ki,300000.0,3.52,-4.8,0.0
1317,2fyv,IC50,300000.0,3.52,-4.8,0.0
1319,2vw1,Ki,300000.0,3.52,-4.8,0.0
1322,3mfw,Ki,300000.0,3.52,-4.8,0.0
1323,3qw6,IC50,300000.0,3.52,-4.8,0.0
1325,3zlv,IC50,300000.0,3.52,-4.8,0.0
1330,4hv7,IC50,300000.0,3.52,-4.8,0.0
1331,4mrz,Ki,300000.0,3.52,-4.8,0.0
1336,5qa5,Kd,300000.0,3.52,-4.8,0.0
1349,185l,Kd,290000.0,3.54,-4.82,0.0
1353,3blt,Ki,290000.0,3.54,-4.82,0.0
1354,3bm8,Ki,290000.0,3.54,-4.82,0.0
1359,5qaq,Kd,290000.0,3.54,-4.82,0.0
1362,1v2r,Ki,278960.0,3.55,-4.85,0.0
1369,2qwc,Ki,280000.0,3.55,-4.84,0.0
1380,5dts,Kd,280000.0,3.55,-4.84,0.0
1381,5dva,Kd,280000.0,3.55,-4.84,0.0
1382,5fpk,Kd,280000.0,3.55,-4.84,0.0
1387,2hrm,Kd,278500.0,3.56,-4.85,0.0
1392,1h46,Ki,270000.0,3.57,-4.87,0.0
1394,1np0,Ki,270000.0,3.57,-4.87,0.0
1397,3ej5,IC50,270000.0,3.57,-4.87,0.0
1398,3ff3,Ki,270000.0,3.57,-4.87,0.0
1399,4abg,Kd,271000.0,3.57,-4.86,0.0
1403,4xm7,IC50,267000.0,3.57,-4.87,0.0
1410,3dx1,Ki,265000.0,3.58,-4.88,0.0
1417,1nli,Kd,260000.0,3.59,-4.89,0.0
1418,2gsu,Ki,260000.0,3.59,-4.89,0.0
1420,2pgj,IC50,260000.0,3.59,-4.89,0.0
1421,2pgl,IC50,260000.0,3.59,-4.89,0.0
1422,3sl1,Kd,260000.0,3.59,-4.89,0.0
1424,4cd6,Ki,260000.0,3.59,-4.89,0.0
1429,6dpz,Ki,259000.0,3.59,-4.89,0.0
1434,1d1p,Ki,250000.0,3.6,-4.91,0.0
1436,1qw7,Ki,250000.0,3.6,-4.91,0.0
1439,1zd4,IC50,253000.0,3.6,-4.9,0.0
1440,2bgr,Ki,250000.0,3.6,-4.91,0.0
1445,2qpu,Kd,250000.0,3.6,-4.91,0.0
1449,3afk,Kd,251890.0,3.6,-4.91,0.0
1450,3b3x,Ki,250000.0,3.6,-4.91,0.0
1451,3bb1,Kd,250000.0,3.6,-4.91,0.0
1452,3g0i,Ki,250000.0,3.6,-4.91,0.0
1454,3kn0,IC50,250000.0,3.6,-4.91,0.0
1455,3m3o,Kd,250630.0,3.6,-4.91,0.0
1456,3pke,IC50,250000.0,3.6,-4.91,0.0
1457,3t2p,Ki,250000.0,3.6,-4.91,0.0
1464,5qac,Kd,250000.0,3.6,-4.91,0.0
1474,3ftu,IC50,247000.0,3.61,-4.92,0.0
1489,3udj,IC50,242000.0,3.62,-4.93,0.0
1494,4wy3,IC50,240000.0,3.62,-4.94,0.0
1496,5qae,Kd,240000.0,3.62,-4.94,0.0
1497,5qao,Kd,240000.0,3.62,-4.94,0.0
1498,6mll,Ki,239000.0,3.62,-4.94,0.0
1501,3fuj,IC50,234000.0,3.63,-4.95,0.0
1503,3rxm,IC50,232000.0,3.63,-4.96,0.0
1509,2azr,Ki,230000.0,3.64,-4.96,0.0
1511,2qwg,IC50,230000.0,3.64,-4.96,0.0
1513,3px8,IC50,230000.0,3.64,-4.96,0.0
1518,5qa9,Kd,230000.0,3.64,-4.96,0.0
1521,1b9v,IC50,224000.0,3.65,-4.98,0.0
1527,5qab,Kd,226000.0,3.65,-4.97,0.0
1534,2v00,Kd,220000.0,3.66,-4.99,0.0
1535,3buh,Kd,220000.0,3.66,-4.99,0.0
1540,3t2q,Ki,220000.0,3.66,-4.99,0.0
1542,4aia,Kd,220000.0,3.66,-4.99,0.0
1546,5kh7,Kd,220000.0,3.66,-4.99,0.0
1548,5nzn,Ki,220000.0,3.66,-4.99,0.0
1549,5qak,Kd,220000.0,3.66,-4.99,0.0
1553,3fts,IC50,212000.0,3.67,-5.01,0.0
1577,4mx1,IC50,209000.0,3.68,-5.02,0.0
1585,3d7b,Ki,203000.0,3.69,-5.03,0.0
1588,4tte,Kd,202000.0,3.69,-5.04,0.0
1596,6njh,IC50,203000.0,3.69,-5.03,0.0
1598,1e37,Ki,200000.0,3.7,-5.04,1e-05
1611,1wht,Ki,200000.0,3.7,-5.04,1e-05
1614,2bvr,Ki,200000.0,3.7,-5.04,1e-05
1615,2fx6,Ki,200000.0,3.7,-5.04,1e-05
1617,3ful,IC50,199000.0,3.7,-5.05,1e-05
1619,3l59,Kd,200000.0,3.7,-5.04,1e-05
1626,4kza,Ki,200000.0,3.7,-5.04,1e-05
1627,4l7h,IC50,200000.0,3.7,-5.04,1e-05
1628,4l7j,IC50,200000.0,3.7,-5.04,1e-05
1643,5qag,Kd,200000.0,3.7,-5.04,1e-05
1654,3g32,Ki,194000.0,3.71,-5.06,1e-05
1655,3wkc,IC50,195000.0,3.71,-5.06,1e-05
1656,4k5m,Ki,193000.0,3.71,-5.06,1e-05
1659,6mnp,Ki,195000.0,3.71,-5.06,1e-05
1660,1ai5,Ki,189000.0,3.72,-5.08,1e-05
1668,3f5l,Ki,191000.0,3.72,-5.07,1e-05
1674,4tln,Ki,190000.0,3.72,-5.07,1e-05
1675,4ufm,Ki,190000.0,3.72,-5.07,1e-05
1677,5qas,Kd,190000.0,3.72,-5.07,1e-05
1678,6d1h,Ki,190200.0,3.72,-5.07,1e-05
1680,1b2m,Kd,185000.0,3.73,-5.09,1e-05
1682,3ati,IC50,188000.0,3.73,-5.08,1e-05
1685,3rxd,IC50,188000.0,3.73,-5.08,1e-05
1686,4fz3,Kd,184300.0,3.73,-5.09,1e-05
1690,1f5k,Ki,180000.0,3.74,-5.11,1e-05
1694,2wq5,Kd,180000.0,3.74,-5.11,1e-05
1699,4bv2,Kd,180000.0,3.74,-5.11,1e-05
1705,6cef,IC50,180000.0,3.74,-5.11,1e-05
1711,3d6p,Ki,179000.0,3.75,-5.11,1e-05
1716,2x09,Ki,175000.0,3.76,-5.12,1e-05
1717,3d6q,Ki,172000.0,3.76,-5.13,1e-05
