Unnamed: 0,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
5622,2x7u,Ki,5340.0,5.27,-7.19,0.00019
5709,1yxd,Ki,5000.0,5.3,-7.23,0.0002
5748,4ob0,Ki,5000.0,5.3,-7.23,0.0002
5765,5w19,Kd,5000.0,5.3,-7.23,0.0002
5768,6d2o,Ki,5000.0,5.3,-7.23,0.0002
5858,3hkq,Ki,4550.0,5.34,-7.28,0.00022
5883,2gqn,IC50,4500.0,5.35,-7.29,0.00022
5890,3hkn,Ki,4510.0,5.35,-7.29,0.00022
5919,2nng,Kd,4400.0,5.36,-7.3,0.00023
5920,2qaf,IC50,4400.0,5.36,-7.3,0.00023
5953,2glm,Ki,4300.0,5.37,-7.32,0.00023
5959,3qt6,Ki,4300.0,5.37,-7.32,0.00023
5961,4dpy,Ki,4300.0,5.37,-7.32,0.00023
5962,4du8,Ki,4300.0,5.37,-7.32,0.00023
6023,3hkt,Ki,4100.0,5.39,-7.35,0.00024
6025,3m1k,Ki,4100.0,5.39,-7.35,0.00024
6030,4cl6,Kd,4050.0,5.39,-7.35,0.00025
6110,6s43,IC50,4000.0,5.4,-7.36,0.00025
6259,5dtw,Kd,3500.0,5.46,-7.44,0.00029
6300,6c7w,Ki,3410.0,5.47,-7.45,0.00029
6325,4kp8,Kd,3330.0,5.48,-7.47,0.0003
6339,5iv4,IC50,3300.0,5.48,-7.47,0.0003
6340,5jnc,Kd,3300.0,5.48,-7.47,0.0003
6533,4qij,Kd,2900.0,5.54,-7.55,0.00034
6585,1cs4,IC50,2700.0,5.57,-7.59,0.00037
6591,2nmx,Kd,2700.0,5.57,-7.59,0.00037
6672,3bl1,Ki,2520.0,5.6,-7.63,0.0004
6675,3fa3,Ki,2500.0,5.6,-7.64,0.0004
6750,5wgp,Ki,2400.0,5.62,-7.66,0.00042
6788,3n86,Ki,2300.0,5.64,-7.69,0.00043
6881,6cjv,Ki,2200.0,5.66,-7.71,0.00045
6891,6s7z,IC50,2200.0,5.66,-7.71,0.00045
6893,2h15,Ki,2135.0,5.67,-7.73,0.00047
6910,1nhx,IC50,2110.0,5.68,-7.74,0.00047
6919,2q8z,Ki,2100.0,5.68,-7.74,0.00048
6929,3oil,Ki,2100.0,5.68,-7.74,0.00048
6942,4q9y,Ki,2100.0,5.68,-7.74,0.00048
6966,1egh,Ki,2000.0,5.7,-7.77,0.0005
6971,1i48,Ki,2000.0,5.7,-7.77,0.0005
6982,2bw7,IC50,2000.0,5.7,-7.77,0.0005
6999,3bar,Ki,2000.0,5.7,-7.77,0.0005
7003,3doz,IC50,1980.0,5.7,-7.78,0.00051
7113,5du8,Kd,1900.0,5.72,-7.8,0.00053
7197,5duf,IC50,1800.0,5.74,-7.83,0.00056
7318,2x7s,Ki,1660.0,5.78,-7.88,0.0006
7343,1dub,Ki,1600.0,5.8,-7.9,0.00063
7373,4oyb,IC50,1600.0,5.8,-7.9,0.00063
7430,1rri,IC50,1500.0,5.82,-7.94,0.00067
7437,2nn1,Kd,1500.0,5.82,-7.94,0.00067
7446,3bet,IC50,1500.0,5.82,-7.94,0.00067
7447,3doy,IC50,1520.0,5.82,-7.93,0.00066
7448,3dp2,IC50,1500.0,5.82,-7.94,0.00067
7449,3dp3,IC50,1520.0,5.82,-7.93,0.00066
7548,2pu1,Ki,1400.0,5.85,-7.98,0.00071
7554,3dp0,IC50,1420.0,5.85,-7.97,0.0007
7560,4b6r,Ki,1420.0,5.85,-7.97,0.0007
7603,6npf,Ki,1400.0,5.85,-7.98,0.00071
7604,6pvv,Ki,1400.0,5.85,-7.98,0.00071
7625,5eh5,Kd,1350.0,5.87,-8.0,0.00074
7806,4kyh,Ki,1200.0,5.92,-8.07,0.00083
7874,2weh,Kd,1125.0,5.95,-8.11,0.00089
7881,5ekh,Kd,1110.0,5.95,-8.12,0.0009
7913,3g3m,Ki,1100.0,5.96,-8.12,0.00091
7989,4yx4,Kd,1073.4,5.97,-8.14,0.00093
8020,1ado,Kd,1000.0,6.0,-8.18,0.001
8042,1lvc,Kd,1000.0,6.0,-8.18,0.001
8074,3az8,Kd,1000.0,6.0,-8.18,0.001
8075,3az9,Kd,1000.0,6.0,-8.18,0.001
8087,3ucj,Ki,1000.0,6.0,-8.18,0.001
8123,5ekj,Kd,1000.0,6.0,-8.18,0.001
8159,4b6s,Ki,970.0,6.01,-8.2,0.00103
8197,1okl,Kd,930.0,6.03,-8.22,0.00108
8252,2nns,Kd,900.0,6.05,-8.24,0.00111
8262,3d04,Ki,900.0,6.05,-8.24,0.00111
8365,6uh0,Ki,853.1,6.07,-8.27,0.00117
8378,2wej,Kd,839.0,6.08,-8.28,0.00119
8387,4kp5,Kd,833.0,6.08,-8.29,0.0012
8430,1azm,Ki,800.0,6.1,-8.31,0.00125
8432,1css,Ki,800.0,6.1,-8.31,0.00125
8459,3cke,Ki,800.0,6.1,-8.31,0.00125
8583,6ugn,Ki,763.5,6.12,-8.34,0.00131
8602,2fqt,Ki,720.0,6.14,-8.38,0.00139
8612,4pyx,Kd,730.0,6.14,-8.37,0.00137
8615,4zx1,Ki,725.0,6.14,-8.37,0.00138
8623,1cw2,IC50,715.0,6.15,-8.38,0.0014
8650,3bh3,Ki,700.0,6.15,-8.39,0.00143
8721,6ugp,Ki,685.5,6.16,-8.4,0.00146
8736,3oik,Ki,680.0,6.17,-8.41,0.00147
8761,6s88,IC50,670.0,6.17,-8.42,0.00149
8774,4q6e,Kd,667.0,6.18,-8.42,0.0015
8823,2gmv,IC50,630.0,6.2,-8.45,0.00159
8824,2osm,Ki,631.0,6.2,-8.45,0.00158
8845,6eea,Ki,630.0,6.2,-8.45,0.00159
8911,2o7e,Ki,600.0,6.22,-8.48,0.00167
8914,2xda,Ki,600.0,6.22,-8.48,0.00167
8922,3h0w,IC50,600.0,6.22,-8.48,0.00167
8949,6e8x,Kd,605.0,6.22,-8.48,0.00165
8961,3okv,Ki,590.0,6.23,-8.49,0.00169
9022,2o4z,Ki,566.0,6.25,-8.52,0.00177
9101,6ugr,Ki,533.6,6.27,-8.55,0.00187
9131,4q99,Ki,520.0,6.28,-8.57,0.00192
9149,1yyr,Ki,510.0,6.29,-8.58,0.00196
9150,2ael,Ki,510.0,6.29,-8.58,0.00196
9195,1c9d,IC50,499.0,6.3,-8.59,0.002
9255,4ob1,Ki,500.0,6.3,-8.59,0.002
9256,4ob2,Ki,500.0,6.3,-8.59,0.002
9259,4q08,Kd,500.0,6.3,-8.59,0.002
9338,5ekm,Kd,480.0,6.32,-8.62,0.00208
9345,6pvw,Ki,480.0,6.32,-8.62,0.00208
9348,1c29,IC50,472.0,6.33,-8.63,0.00212
9349,1c8v,IC50,472.0,6.33,-8.63,0.00212
9352,1yys,Ki,470.0,6.33,-8.63,0.00213
9387,1xq0,Kd,454.0,6.34,-8.65,0.0022
9427,3ed0,Kd,450.0,6.35,-8.65,0.00222
9445,5duc,Kd,450.0,6.35,-8.65,0.00222
9463,2y76,Ki,440.0,6.36,-8.67,0.00227
9465,3oku,Ki,440.0,6.36,-8.67,0.00227
9513,5d0r,Kd,430.0,6.37,-8.68,0.00233
9532,2hkf,Kd,420.0,6.38,-8.69,0.00238
9544,4yyt,Kd,418.3,6.38,-8.7,0.00239
9546,5nya,Ki,415.6,6.38,-8.7,0.00241
9553,1lol,Ki,410.0,6.39,-8.71,0.00244
9586,1g7v,Kd,400.0,6.4,-8.72,0.0025
9587,1i7c,IC50,400.0,6.4,-8.72,0.0025
9605,2nno,Kd,400.0,6.4,-8.72,0.0025
9613,3dz4,IC50,400.0,6.4,-8.72,0.0025
9622,3s72,Kd,400.0,6.4,-8.72,0.0025
9662,5f1u,IC50,400.0,6.4,-8.72,0.0025
9683,6g5u,Kd,395.0,6.4,-8.73,0.00253
9706,3r17,Ki,390.0,6.41,-8.74,0.00256
9765,2fqo,Ki,370.0,6.43,-8.77,0.0027
9784,6eeo,Ki,370.0,6.43,-8.77,0.0027
9806,3s9y,Ki,360.0,6.44,-8.79,0.00278
9818,4oya,IC50,360.0,6.44,-8.79,0.00278
9827,5ny1,Ki,366.7,6.44,-8.77,0.00273
9858,2xd9,Ki,350.0,6.46,-8.8,0.00286
9898,3s78,Kd,340.0,6.47,-8.82,0.00294
9936,2q2n,Kd,330.0,6.48,-8.84,0.00303
9945,3ieo,Ki,331.0,6.48,-8.84,0.00302
9972,6ql1,Kd,330.0,6.48,-8.84,0.00303
9985,3mho,Kd,320.0,6.49,-8.86,0.00313
10026,2weg,Kd,314.0,6.5,-8.87,0.00318
10035,4yxi,Kd,318.8,6.5,-8.86,0.00314
10084,1rsd,IC50,300.0,6.52,-8.89,0.00333
10093,2nn7,Kd,300.0,6.52,-8.89,0.00333
10206,4ht2,Kd,290.0,6.54,-8.91,0.00345
10211,4pv5,Ki,290.0,6.54,-8.91,0.00345
10226,6eeh,Ki,290.0,6.54,-8.91,0.00345
10240,1yda,Kd,280.0,6.55,-8.93,0.00357
10314,3sax,Kd,270.0,6.57,-8.96,0.0037
10340,6ecz,Ki,270.0,6.57,-8.96,0.0037
10399,6fag,Ki,255.1,6.59,-8.99,0.00392
10410,1kwr,IC50,250.0,6.6,-9.0,0.004
10425,2y77,Ki,250.0,6.6,-9.0,0.004
10434,3lxe,Ki,250.0,6.6,-9.0,0.004
10480,3f7u,IC50,246.0,6.61,-9.01,0.00407
10481,3kig,IC50,245.0,6.61,-9.01,0.00408
10547,6e91,Kd,240.0,6.62,-9.03,0.00417
10554,2x7t,Ki,232.0,6.63,-9.05,0.00431
10592,2za0,Ki,230.0,6.64,-9.05,0.00435
10627,3mzc,Ki,226.0,6.65,-9.06,0.00442
10677,5nxi,Ki,217.4,6.66,-9.08,0.0046
10723,2qp6,Ki,208.0,6.68,-9.11,0.00481
10744,4q6r,IC50,210.0,6.68,-9.1,0.00476
10778,1a50,Kd,200.0,6.7,-9.13,0.005
10825,3mhi,Kd,200.0,6.7,-9.13,0.005
10838,4ewn,Kd,200.0,6.7,-9.13,0.005
10889,6ebe,Ki,200.0,6.7,-9.13,0.005
10890,6eda,Ki,200.0,6.7,-9.13,0.005
10934,2zz6,Ki,190.0,6.72,-9.16,0.00526
10989,4r5b,Ki,185.0,6.73,-9.18,0.00541
11019,3m67,Kd,180.0,6.74,-9.2,0.00556
11022,3oim,Ki,180.0,6.74,-9.2,0.00556
11070,1cx9,IC50,178.0,6.75,-9.2,0.00562
11117,2xb9,Ki,170.0,6.77,-9.23,0.00588
11123,3m40,Kd,170.0,6.77,-9.23,0.00588
11169,6g7a,Kd,167.0,6.78,-9.24,0.00599
11265,5wlt,Ki,155.5,6.81,-9.28,0.00643
11312,3m3x,Kd,150.0,6.82,-9.3,0.00667
11316,3s75,Kd,150.0,6.82,-9.3,0.00667
11317,3s9t,Kd,150.0,6.82,-9.3,0.00667
11334,4qy3,Ki,150.0,6.82,-9.3,0.00667
11377,6qfw,Kd,149.0,6.83,-9.31,0.00671
11394,5ku6,Kd,143.0,6.84,-9.33,0.00699
11432,3n76,Ki,140.0,6.85,-9.34,0.00714
11532,2gvz,Ki,130.0,6.89,-9.39,0.00769
11537,2wks,Ki,130.0,6.89,-9.39,0.00769
11644,2foy,Kd,120.0,6.92,-9.44,0.00833
11652,3bl0,Ki,121.0,6.92,-9.43,0.00826
11685,4qtl,Kd,120.0,6.92,-9.44,0.00833
11715,2weo,Kd,118.0,6.93,-9.45,0.00847
11728,4rn4,Ki,114.0,6.94,-9.47,0.00877
11766,1u0h,Ki,110.0,6.96,-9.49,0.00909
11820,3t84,Ki,106.0,6.97,-9.51,0.00943
11836,3t83,Ki,105.0,6.98,-9.52,0.00952
11886,2gvd,Ki,100.0,7.0,-9.54,0.01
11916,3mhm,Kd,100.0,7.0,-9.54,0.01
11923,3t82,Ki,101.0,7.0,-9.54,0.0099
11932,4b6o,Ki,100.0,7.0,-9.54,0.01
11947,4riv,Ki,100.0,7.0,-9.54,0.01
11961,5fl4,Ki,101.0,7.0,-9.54,0.0099
11973,5sz6,Ki,99.0,7.0,-9.55,0.0101
11992,6ql3,Kd,100.0,7.0,-9.54,0.01
12021,3igp,Ki,94.5,7.02,-9.58,0.01058
12022,3n4b,Ki,96.0,7.02,-9.57,0.01042
12080,4yxo,Kd,91.4,7.04,-9.6,0.01094
12112,4e3h,Ki,90.0,7.05,-9.61,0.01111
12147,3po6,Ki,87.3,7.06,-9.62,0.01145
12157,5a6h,Ki,88.0,7.06,-9.62,0.01136
12158,5e2r,Ki,86.2,7.06,-9.63,0.0116
12166,1ydd,Kd,86.0,7.07,-9.63,0.01163
12169,2ate,Kd,86.0,7.07,-9.63,0.01163
12173,2wd3,IC50,86.0,7.07,-9.63,0.01163
12175,3ryv,Kd,86.0,7.07,-9.63,0.01163
12205,1xpz,Kd,84.0,7.08,-9.65,0.0119
12263,2fou,Kd,80.0,7.1,-9.68,0.0125
12264,2fq6,IC50,79.0,7.1,-9.68,0.01266
12280,3p55,Ki,80.0,7.1,-9.68,0.0125
12339,4xe1,Ki,77.3,7.11,-9.7,0.01294
12364,2pov,Ki,75.0,7.12,-9.71,0.01333
12411,3v5g,Ki,74.0,7.13,-9.72,0.01351
12414,4b6p,Ki,74.0,7.13,-9.72,0.01351
12437,3ffp,Ki,72.5,7.14,-9.73,0.01379
12486,3n9r,Ki,70.0,7.15,-9.76,0.01429
12566,1rs4,IC50,68.0,7.17,-9.77,0.01471
12610,6pvx,Ki,68.0,7.17,-9.77,0.01471
12639,1los,Ki,64.0,7.19,-9.81,0.01562
12649,1z9y,Ki,65.0,7.19,-9.8,0.01538
12659,3f7b,IC50,64.0,7.19,-9.81,0.01562
12661,3gdt,Ki,64.0,7.19,-9.81,0.01562
12691,6c7x,Ki,65.2,7.19,-9.8,0.01534
12698,2pow,Ki,63.0,7.2,-9.82,0.01587
12705,3k2f,Ki,63.0,7.2,-9.82,0.01587
12735,3s77,Kd,61.0,7.21,-9.84,0.01639
12744,4za0,IC50,62.3,7.21,-9.82,0.01605
12769,2hnc,Ki,60.0,7.22,-9.85,0.01667
12776,3cyu,Kd,60.0,7.22,-9.85,0.01667
12783,3m96,Kd,60.0,7.22,-9.85,0.01667
12827,3f8e,Ki,59.0,7.23,-9.86,0.01695
12834,4pyy,Kd,59.0,7.23,-9.86,0.01695
